dataset,model,calibration,shift,severity,accuracy,mean_confidence,confidence_gap,ece,brier,nll,aurc,accuracy_ci95,mean_confidence_ci95,confidence_gap_ci95,ece_ci95,brier_ci95,nll_ci95,aurc_ci95
Wine,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.6513888888888888,0.9294002336658375,0.27801134477694867,0.29702291591585184,0.6040953126989429,3.590043983913904,0.23443089363160546,0.030460988696341985,0.02357075202551354,0.03751237218702685,0.03490200903001628,0.060620581509740444,1.493839316701779,0.039598568984174194
Wine,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.5722222222222222,0.9093126276293043,0.3370904054070821,0.3647193653053954,0.7361172358008646,4.49970673640769,0.3554594699140487,0.04387673975010124,0.031246379452455893,0.05159670057083511,0.04416531357604761,0.08365427657090341,1.7845002999588546,0.04881019322085685
Wine,Logistic Regression,Raw,Feature masking,0.0,0.9777777777777779,0.9440136233847317,-0.033764154393046024,0.055324394006681744,0.03825549283289687,0.07891567871301394,0.001033573362004735,0.010147258821890805,0.006307568762797516,0.01039376035510856,0.00664116026860971,0.009121356303971696,0.011738916822749591,0.0006115395506553069
Wine,Logistic Regression,Raw,Feature masking,0.1,0.9722222222222221,0.9310263756752615,-0.041195846546960666,0.06692558027867784,0.04570327965644728,0.09612575332873334,0.001316290826094748,0.009675031670065176,0.006941306938847785,0.008941482117992854,0.006413502234280343,0.008429768425422103,0.012343670840606563,0.0005971890298575638
Wine,Logistic Regression,Raw,Feature masking,0.2,0.961111111111111,0.9054030586255888,-0.05570805248552239,0.08677425984640595,0.07344491790609745,0.14636635414713417,0.003918549341482503,0.014458697421417562,0.008410196515070125,0.014917347852180582,0.008690263697997393,0.012712437821883917,0.017916389628170614,0.002228166152181239
Wine,Logistic Regression,Raw,Feature masking,0.3,0.9194444444444445,0.8775490327271627,-0.04189541171728187,0.09887675949346186,0.11518783717286711,0.21384671101596595,0.01453283981197034,0.017171477779236336,0.010036718634391366,0.012618283914023882,0.008987299815811926,0.01963522623624492,0.031810164470335835,0.007134372216695684
Wine,Logistic Regression,Raw,Feature masking,0.4,0.8958333333333334,0.8490532210134841,-0.04678011231984926,0.11588530863141888,0.15184396382353973,0.27376129494225,0.01846263940425668,0.01969964113756054,0.011485275314135172,0.02071928252821676,0.010523884018118544,0.02001911371068619,0.030051107361444108,0.00628783938251335
Wine,Logistic Regression,Raw,Feature masking,0.5,0.8541666666666666,0.80052897939988,-0.05363768726678666,0.12406554981188975,0.21390019959329404,0.38419143174906456,0.0398847238183739,0.023325656631913737,0.010091544394782511,0.023490495924565598,0.01292598448824474,0.0234432160944058,0.040741511578325604,0.01213019840693034
Wine,Logistic Regression,Raw,Gaussian noise,0.0,0.9777777777777779,0.9440136233847317,-0.033764154393046024,0.055324394006681744,0.03825549283289687,0.07891567871301394,0.001033573362004735,0.010147258821890805,0.006307568762797516,0.01039376035510856,0.00664116026860971,0.009121356303971696,0.011738916822749591,0.0006115395506553069
Wine,Logistic Regression,Raw,Gaussian noise,0.25,0.9694444444444444,0.9454924457788305,-0.023951998665613837,0.05971334002330486,0.04597982546941305,0.09020519307099724,0.0017687635870846658,0.012427803200793812,0.0065793768279065355,0.011948659711029565,0.007661226740911725,0.01208791907742343,0.016495431749353834,0.0008569059913372915
Wine,Logistic Regression,Raw,Gaussian noise,0.5,0.9444444444444444,0.9320811737964039,-0.012363270648040487,0.06831042706931538,0.07589785153768587,0.13462205000748817,0.005494804619354551,0.014241261014027371,0.007232021710552373,0.013770065512869478,0.005799313471819937,0.01399952497592363,0.02176425273501644,0.00239271575524496
Wine,Logistic Regression,Raw,Gaussian noise,1.0,0.8569444444444445,0.9112617019674453,0.05431725752300083,0.1232870859195507,0.21889149062588603,0.3947333610740334,0.04215269957522107,0.027157672006229115,0.007983762209674033,0.025243635730442065,0.01696630702586959,0.035266788343802286,0.06767343590627604,0.011837460752859416
Wine,Logistic Regression,Raw,Gaussian noise,1.5,0.7666666666666667,0.9101248996816436,0.14345823301497682,0.1850192101043037,0.3668993534274688,0.8036779394494159,0.1006304978009667,0.028040905792445784,0.009324016071769286,0.026037609699781725,0.022293054331503203,0.039348516932681245,0.11322486885386943,0.017165596730997483
Wine,Logistic Regression,Raw,Gaussian noise,2.0,0.6805555555555556,0.921373446426129,0.24081789087057343,0.28082859270498733,0.539288111925206,1.548237310750924,0.1897229592640911,0.0283452560627093,0.010772337160250257,0.02550542387115564,0.028431669959339483,0.05028778457340156,0.20386791551868047,0.03146931203271029
Wine,Logistic Regression,Temperature scaled,Feature masking,0.0,0.9777777777777779,0.9835553695295618,0.0057775917517839115,0.029527023940471103,0.03528737229282745,0.10306791407017708,0.0009530411491195809,0.010147258821890805,0.007896825722773787,0.010285998515674973,0.010576494447107876,0.015158492666774218,0.06291201655186393,0.0006062496145355463
Wine,Logistic Regression,Temperature scaled,Feature masking,0.1,0.9722222222222221,0.9788795836376041,0.006657361415381852,0.03435645111380743,0.04384762869122927,0.16471011371798283,0.0012345207443246664,0.009675031670065176,0.009826638587222998,0.012239161105514137,0.010433407083665148,0.015935663391606906,0.10001580577093934,0.0005818431992590402
Wine,Logistic Regression,Temperature scaled,Feature masking,0.2,0.961111111111111,0.9707395158393091,0.009628404728197943,0.04477413852967752,0.06418097562928377,0.2602017607040872,0.007294412776295588,0.014458697421417562,0.017382521285951455,0.014618811471629167,0.012401784774937034,0.01981454851858471,0.16389215783797875,0.005821970654050046
Wine,Logistic Regression,Temperature scaled,Feature masking,0.3,0.9194444444444445,0.9575403539361977,0.038095909491753205,0.07933959353806239,0.13232972735397414,0.6586820617499213,0.017360505671568174,0.017171477779236336,0.018747391161139933,0.025643064048823334,0.012289473907840543,0.031561031956463204,0.2790938233625071,0.009030248034991646
Wine,Logistic Regression,Temperature scaled,Feature masking,0.4,0.8958333333333334,0.9483284746277374,0.052495141294404093,0.11268017124353095,0.18482515876364158,0.8010012651580078,0.01942279290865636,0.01969964113756054,0.023652689678604684,0.033967646490278086,0.01802822199695203,0.03680153753119879,0.3470877563630467,0.006232367778302327
Wine,Logistic Regression,Temperature scaled,Feature masking,0.5,0.8541666666666666,0.9333077501294575,0.07914108346279075,0.1269655089246962,0.24359989220369355,1.1335899268461378,0.04260809161797545,0.023325656631913737,0.02854086320814591,0.034959312136027536,0.016826842770785472,0.036619899174436976,0.4447981644146332,0.012121136279772704
Wine,Logistic Regression,Temperature scaled,Gaussian noise,0.0,0.9777777777777779,0.9835553695295618,0.0057775917517839115,0.029527023940471103,0.03528737229282745,0.10306791407017708,0.0009530411491195809,0.010147258821890805,0.007896825722773787,0.010285998515674973,0.010576494447107876,0.015158492666774218,0.06291201655186393,0.0006062496145355463
Wine,Logistic Regression,Temperature scaled,Gaussian noise,0.25,0.9694444444444444,0.9854137783722621,0.015969333927817592,0.034970562201783316,0.05077784038483117,0.22029151454552903,0.0017293140034877863,0.012427803200793812,0.007912839150940567,0.012937768500267873,0.01184847995658321,0.020804616239873626,0.18088448169389268,0.000814736927651015
Wine,Logistic Regression,Temperature scaled,Gaussian noise,0.5,0.9444444444444444,0.9791884687803905,0.034744024335946054,0.05629014170177578,0.08962318522888964,0.5043840564387613,0.012679775821358708,0.014241261014027371,0.009726696565127098,0.016872985735230755,0.010365164963536838,0.022203412035900646,0.2325997762868894,0.008854285967688672
Wine,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.8569444444444445,0.9704094231482332,0.11346497870378876,0.14197468093547466,0.2638465343619328,1.819541131272252,0.0708993085229993,0.027157672006229115,0.013720548964672917,0.033898889962828936,0.024042270151655155,0.04983193951588533,0.6743326046273317,0.023889862454922264
Wine,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.7666666666666667,0.9746877817421685,0.2080211150755019,0.2241702135229729,0.4353676425773152,3.2708204946351933,0.12789739622688634,0.028040905792445784,0.010336221353761844,0.0314148961959217,0.02970691381478836,0.05789745330535523,1.0851742767618056,0.03333991121711317
Wine,Logistic Regression,Temperature scaled,Gaussian noise,2.0,0.6805555555555556,0.9768294811060354,0.29627392555047993,0.30649113303536046,0.6061944126536954,5.007811182606016,0.2267979621579118,0.0283452560627093,0.009787582517315308,0.02718132764972679,0.025765736072997474,0.05252808752889423,1.2837719606193985,0.04253278919442889
Wine,Random Forest,Raw,Feature masking,0.0,0.976388888888889,0.8561941247794442,-0.12019476410944471,0.13089293871261934,0.07744045922590082,0.1808908735366616,0.0016837914940875886,0.00816666666666667,0.008766470444870242,0.012154023733021014,0.010950780317568888,0.006589355147723948,0.011513396643915147,0.0007531666763500708
Wine,Random Forest,Raw,Feature masking,0.1,0.9638888888888889,0.8157201984126348,-0.14816869047625422,0.160335480599711,0.10749282324466272,0.23714546196084707,0.0030569085234944905,0.011915093817874846,0.008862186111966886,0.012255105586282263,0.010973322689724976,0.009200699266435358,0.014357602160779394,0.0015650095787187674
Wine,Random Forest,Raw,Feature masking,0.2,0.9444444444444444,0.7643276631393003,-0.18011678130514405,0.19746043209879488,0.1505464783648705,0.3127332837463495,0.007254928140330882,0.01675764641739085,0.013750829675357085,0.015035173348467667,0.011361923171693242,0.015021453688663403,0.022511911008930418,0.0032674324898981128
Wine,Random Forest,Raw,Feature masking,0.3,0.9055555555555556,0.7237688977072161,-0.18178665784833953,0.2040641446208263,0.20315185007742684,0.392854042374744,0.019672630334016436,0.018271897772621348,0.012129590484455815,0.01569175935389233,0.01443918800484144,0.01430042544779678,0.021152520374739806,0.004326750448349925
Wine,Random Forest,Raw,Feature masking,0.4,0.8694444444444445,0.6917608708112793,-0.17768357363316511,0.2095152711640293,0.24776787152000254,0.46516483113803514,0.030690543157778645,0.019788534429482044,0.011053124520913012,0.019649285761037402,0.017371056454886995,0.014332311254458632,0.021246954039093848,0.006976530780897841
Wine,Random Forest,Raw,Feature masking,0.5,0.8208333333333334,0.6346975396825383,-0.18613579365079502,0.24482391534391668,0.3166607226680175,0.5751494060521058,0.05577167788758919,0.03292236669378353,0.011322551049631906,0.03354076890017208,0.022903580306212985,0.018874083250783113,0.027216876389655,0.011622280981534257
Wine,Random Forest,Raw,Gaussian noise,0.0,0.976388888888889,0.8561941247794442,-0.12019476410944471,0.13089293871261934,0.07744045922590082,0.1808908735366616,0.0016837914940875886,0.00816666666666667,0.008766470444870233,0.012154023733021,0.01095078031756889,0.006589355147723947,0.011513396643915154,0.0007531666763500708
Wine,Random Forest,Raw,Gaussian noise,0.25,0.9555555555555555,0.8317963007054029,-0.12375925485015264,0.14322057760147544,0.10086033251960873,0.2212645267316637,0.0052906846152994316,0.014988494612876721,0.008963278907048684,0.015084394951781857,0.01085176645235051,0.011730771139076083,0.017020099321319117,0.0027447399015733155
Wine,Random Forest,Raw,Gaussian noise,0.5,0.9152777777777776,0.7808197134038335,-0.13445806437394428,0.16046285273372407,0.16065539410245852,0.31543293776394554,0.017023119533730043,0.01954061015153357,0.011189379012369606,0.01882577427900688,0.014027538832041912,0.015164700599616637,0.021435808154617732,0.006383370188016469
Wine,Random Forest,Raw,Gaussian noise,1.0,0.8125,0.6786139726631266,-0.13388602733687338,0.18722306437390324,0.31009159115532386,0.5399502984824088,0.0881023865622466,0.027329467111153062,0.010998401469277547,0.030342045785198026,0.02111387712086584,0.02380728481037446,0.031520187030312445,0.0231487447559345
Wine,Random Forest,Raw,Gaussian noise,1.5,0.7041666666666667,0.6241665630511377,-0.08000010361552899,0.17186738315697522,0.42405276689350246,0.7147404202166687,0.1891829540619465,0.031169772911265034,0.010599947802244911,0.028380451463797595,0.015991600377415576,0.019808032060416148,0.03092439440972605,0.028044331459860385
Wine,Random Forest,Raw,Gaussian noise,2.0,0.6138888888888889,0.6016818187830625,-0.012207070105826463,0.17214709215167542,0.5033968078743684,0.8492103476649394,0.2690952075619895,0.03302291129754162,0.013856208335837554,0.02713194081824974,0.01812586773633784,0.02497450578291626,0.04166676136703989,0.028931330966289838
Wine,Random Forest,Temperature scaled,Feature masking,0.0,0.976388888888889,0.988170474302437,0.011781585413548058,0.028031285850809044,0.04393866867644379,0.14750758723937615,0.00147420396283853,0.00816666666666667,0.005918686715710373,0.009184378837265623,0.008322929399172533,0.013613245629641155,0.061435527156787934,0.0007094843507836893
Wine,Random Forest,Temperature scaled,Feature masking,0.1,0.9638888888888889,0.982398039405194,0.018509150516305056,0.04168808130672262,0.06574823069801719,0.22007052504527208,0.003048388019979549,0.011915093817874846,0.007708496025466776,0.014807066137244182,0.010807723139766112,0.02245798272553223,0.10063353704395459,0.0015475292198949531
Wine,Random Forest,Temperature scaled,Feature masking,0.2,0.9444444444444444,0.9721509774651611,0.027706533020716635,0.05784747986235288,0.09207236765422008,0.27247303017084695,0.00679143477207655,0.01675764641739085,0.01254926750339211,0.021019301928272838,0.01621493683463817,0.032001783766768564,0.13507230227037437,0.0037880810929008814
Wine,Random Forest,Temperature scaled,Feature masking,0.3,0.9055555555555556,0.9619364081248072,0.05638085256925167,0.0887220450779386,0.15479424932422406,0.6291992361235801,0.018252933174794997,0.018271897772621348,0.0173150580874807,0.02103051243301178,0.014606874205968859,0.028979393891462788,0.18851163499572282,0.005034464248939205
Wine,Random Forest,Temperature scaled,Feature masking,0.4,0.8694444444444445,0.9561082552190289,0.08666381077458454,0.12113821831373266,0.22330085689061496,0.9547830899581916,0.02972508839970909,0.019788534429482044,0.018599736255945576,0.03047679558436968,0.019854673942219157,0.04003618104715606,0.2840394887112062,0.006906520158134828
Wine,Random Forest,Temperature scaled,Feature masking,0.5,0.8208333333333334,0.9366560915317402,0.11582275819840686,0.15757156306508505,0.3002175303698068,1.3485949542506197,0.05697161311919511,0.03292236669378353,0.02594586112424689,0.04290903446732394,0.028881431884734177,0.05878424263412685,0.4709402375157816,0.012132294942337172
Wine,Random Forest,Temperature scaled,Gaussian noise,0.0,0.976388888888889,0.9881704743024369,0.01178158541354804,0.02803128585080905,0.04393866867644379,0.14750758723937615,0.00147420396283853,0.00816666666666667,0.005918686715710373,0.009184378837265632,0.008322929399172533,0.013613245629641151,0.061435527156787934,0.0007094843507836893
Wine,Random Forest,Temperature scaled,Gaussian noise,0.25,0.9555555555555555,0.984611925725735,0.029056370170179487,0.04848728914058493,0.07763529354837113,0.27454948560744363,0.004417302152119213,0.014988494612876721,0.007825120058443161,0.017293372714156482,0.012735112681929344,0.0246419454145571,0.12046628693200857,0.002505531703771143
Wine,Random Forest,Temperature scaled,Gaussian noise,0.5,0.9152777777777776,0.9759878929670844,0.060710115189306676,0.08619551564877745,0.15100185123580387,0.6814679937442623,0.014544579703755667,0.01954061015153357,0.01215111141142738,0.02565126909686267,0.012784422297953447,0.02880677135149915,0.24654638125510814,0.0056907884831838805
Wine,Random Forest,Temperature scaled,Gaussian noise,1.0,0.8125,0.9501200801840565,0.13762008018405641,0.17229026486220653,0.3312520667578161,1.7438539413813179,0.08608168576320642,0.027329467111153062,0.02269014720130134,0.040180382829025266,0.027412424823388463,0.05409483454680986,0.5545723248552669,0.022390967843352778
Wine,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7041666666666667,0.9271273176305593,0.2229606509638927,0.266506501794305,0.5248693330345034,2.810034050881582,0.18416312143114236,0.031169772911265034,0.029159028141575293,0.04653982202591564,0.03284119086590502,0.05702123050581001,0.7227019042130808,0.029655089463708827
Wine,Random Forest,Temperature scaled,Gaussian noise,2.0,0.6138888888888889,0.917303622815394,0.30341473392650514,0.34211992969699734,0.6746998936179237,3.7905330426557087,0.2715564779919347,0.03302291129754162,0.035575052279306164,0.04024642214733472,0.03576512689989159,0.06183712992253214,0.9217198833101798,0.02907020303418892
