dataset,model,calibration,shift,severity,accuracy,mean_confidence,confidence_gap,ece,brier,nll,aurc,accuracy_ci95,mean_confidence_ci95,confidence_gap_ci95,ece_ci95,brier_ci95,nll_ci95,aurc_ci95
Digits,Gradient Boosting,Raw,Feature masking,0.5,0.6011111111111112,0.6945507811282605,0.09343967001714941,0.12261765440240405,0.5562444432361178,1.2738940545247959,0.21957477180208626,0.015801235342104814,0.009494185180615417,0.02005751878762981,0.015393128123512288,0.023228289241098144,0.05749065588546664,0.016021639837812036
Digits,Gradient Boosting,Raw,Gaussian noise,0.0,0.9650000000000001,0.9580762174828937,-0.006923782517106197,0.02102624503527335,0.05190329531641367,0.11394696487916041,0.0020067543697429913,0.00395770688589641,0.0027652438653467033,0.003657826356380153,0.0022589119200723384,0.005223779978741524,0.011334599303995435,0.00038457252102396314
Digits,Gradient Boosting,Raw,Gaussian noise,0.25,0.9406944444444445,0.9223458448220203,-0.01834859962242416,0.0329015751368552,0.08702268695668773,0.19080452186121272,0.005721152198321156,0.005547697805591975,0.0031463994133236767,0.004459633338789345,0.003040325534110744,0.00679032644479521,0.015270276806412627,0.000874454734734445
Digits,Gradient Boosting,Raw,Gaussian noise,0.5,0.8816666666666666,0.8569842058721328,-0.024682460794533893,0.04832360256003185,0.17601681514915374,0.3774565845422584,0.02323120392839466,0.006857224909778578,0.0036261613363778172,0.006336505394454273,0.004354132526066751,0.009623547104981558,0.02186370895797721,0.0024489396626122158
Digits,Gradient Boosting,Raw,Gaussian noise,1.0,0.6747222222222222,0.7284942495376934,0.05377202731547113,0.08472405270912763,0.4567697622499054,1.0092166028434,0.1465640818710305,0.010685691793085554,0.005496039870139383,0.009896634246275675,0.0066150506341376225,0.014005583699098871,0.034829702835643545,0.010038413909193678
Digits,Gradient Boosting,Raw,Gaussian noise,1.5,0.5181944444444444,0.6601634628805833,0.14196901843613874,0.15114504268107562,0.6641281310132403,1.5569391248280806,0.30739272131632234,0.01092089958557832,0.006599539398495002,0.012235934609547933,0.012132477448975361,0.016467147137116514,0.04695284134689645,0.015705914778179286
Digits,Gradient Boosting,Raw,Gaussian noise,2.0,0.3901388888888889,0.61740767947158,0.22726879058269117,0.2337665342638438,0.8263130615010322,2.018548967173866,0.46629430497086155,0.007774968059746899,0.006287505362967566,0.009701297045997908,0.009379997927065743,0.01123181257174518,0.03674772717545916,0.011640806410521249
Digits,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.9650000000000001,0.967310205432864,0.0023102054328640264,0.020042090891258087,0.051436282493422504,0.11239686677363872,0.002004575760600099,0.00395770688589641,0.0036452934295736934,0.003407839129072165,0.00205238476423705,0.005442984109047854,0.012800056442259662,0.0003831019952262934
Digits,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.9254166666666667,0.9308664137658665,0.005449747099199864,0.031939470401993485,0.11208931508209208,0.24385055898514357,0.009411373362487915,0.008164517261005894,0.005006376287974105,0.006863563146865023,0.0033568145274185278,0.010610587221296765,0.023147763069912973,0.0016772888797331456
Digits,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.8609722222222222,0.8858486028305125,0.02487638060829031,0.053144816647499524,0.2054605119544916,0.45499122273015785,0.029421108513388344,0.010784333555089086,0.006835463505206722,0.010242076833497846,0.00706543989849896,0.01555605467554085,0.04074700547161231,0.004326795217804015
Digits,Gradient Boosting,Temperature scaled,Feature masking,0.3,0.7893055555555556,0.834449998425453,0.04514444286989742,0.07449427503190788,0.3092776961435531,0.6848900001932586,0.06575485091176647,0.013172944379019282,0.00780835767815675,0.0122892325190781,0.010909397389993396,0.019915008672071206,0.04905336202950001,0.008020382838182434
Digits,Gradient Boosting,Temperature scaled,Feature masking,0.4,0.6913888888888888,0.7839175873043847,0.0925286984154957,0.1076911849201823,0.4423039529340408,1.0129518296967117,0.13257429317158928,0.014240713262685245,0.012570410536260427,0.013793889152224433,0.012028318610525801,0.017236475771439743,0.054925624294380505,0.009147391394112291
Digits,Gradient Boosting,Temperature scaled,Feature masking,0.5,0.6011111111111112,0.7406395396069696,0.13952842849585845,0.1534094011869459,0.5693738333767143,1.346437057184661,0.2189202322203851,0.015801235342104814,0.01186821257135246,0.019068418537733133,0.016953049693753764,0.025640744161524898,0.07560115037483288,0.016114633750466543
Digits,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.9650000000000001,0.967310205432864,0.0023102054328640264,0.020042090891258087,0.051436282493422504,0.11239686677363872,0.002004575760600099,0.00395770688589641,0.0036452934295736934,0.003407839129072165,0.00205238476423705,0.005442984109047854,0.012800056442259662,0.0003831019952262934
Digits,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.9406944444444445,0.939737574083457,-0.0009568703609872831,0.02545512090786649,0.08570893570693357,0.18429430849603642,0.005671949296431955,0.005547697805591975,0.004622968991680438,0.004834993780520619,0.003058732200368581,0.007299463029389799,0.017864415178690956,0.0008902607514615188
Digits,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.8816666666666666,0.8839478193647157,0.002281152698049016,0.039847354335735954,0.17402250697502475,0.37108014725073024,0.022984394131531263,0.006857224909778578,0.0074739884519063795,0.006720219619642864,0.004415183661489849,0.010299754326677601,0.025213959151143835,0.002455802088365459
Digits,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.6747222222222222,0.770095506445661,0.09537328422343883,0.11279916059687822,0.4667930466154401,1.0543480819308875,0.14662960260044325,0.010685691793085554,0.010738066085007861,0.012587649924888696,0.009908932593144265,0.014410038987562759,0.037729429821923365,0.010045336182275674
Digits,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.5181944444444444,0.7082716737857544,0.19007722934130994,0.1966378172053454,0.6863555504066859,1.6682198570768652,0.3076508632771724,0.01092089958557832,0.012699935191386728,0.014348252307370774,0.014538605296996951,0.016572069896841724,0.05952187010210452,0.01563982883907423
Digits,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.3901388888888889,0.6684447572597911,0.2783058683709022,0.2833217130240483,0.860612284412845,2.192696561530114,0.4669085743440579,0.007774968059746899,0.013948383245666955,0.014209700436601119,0.013525096694969256,0.012743868749735645,0.053189140351337046,0.011472390238355026
Digits,Logistic Regression,Raw,Feature masking,0.0,0.9652777777777779,0.9489812131413491,-0.016296564636428684,0.027018197450197134,0.05262512564845819,0.11149903783233221,0.0019850210785398825,0.0033631464042161827,0.002842312388396695,0.0030685894305577327,0.0026835621598725497,0.004153297489878157,0.008052476037081365,0.0003929360132636044
Digits,Logistic Regression,Raw,Feature masking,0.1,0.9488888888888889,0.9285011246335259,-0.020387764255363088,0.031707793605312076,0.0782734409927642,0.1625456892518424,0.004910855551305772,0.00333753536313774,0.0038812290017253303,0.003616613622694871,0.0033998158737658115,0.00471747861285261,0.00995066621719835,0.0007000800863708589
Digits,Logistic Regression,Raw,Feature masking,0.2,0.9198611111111111,0.8950451156072461,-0.024815995503865006,0.04265879122264936,0.12075678046306366,0.25157054564566195,0.011199835968470528,0.0043317606607882,0.0034350330196628084,0.004694299592489782,0.003344497918211394,0.005262565924974654,0.010963189399317539,0.0016665577031722673
Digits,Logistic Regression,Raw,Feature masking,0.3,0.8834722222222222,0.8564112314047823,-0.027060990817440005,0.046588611447625876,0.17353309781161436,0.3533427278348821,0.024201191445188258,0.00669694622152195,0.0027812380417124197,0.005842370141971724,0.00375737345850829,0.0066277890966824965,0.012526586389349252,0.002624704524494538
Digits,Logistic Regression,Raw,Feature masking,0.4,0.8243055555555555,0.8040577357569934,-0.02024781979856229,0.05067992793542268,0.25268041358234483,0.516585616076448,0.05011111944229679,0.008525335383714139,0.004151897790845666,0.006920901457827514,0.004422172881585617,0.009320627490665478,0.01848860955592497,0.004358701057700412
Digits,Logistic Regression,Raw,Feature masking,0.5,0.765,0.7445111447877856,-0.020488855212214423,0.05555375952354186,0.3398896092668038,0.6954556760703113,0.09131102136541717,0.006800108931589359,0.005438949662865484,0.009460635455914254,0.0062838122408743115,0.007530301815661274,0.01344240152262701,0.005119219158697722
Digits,Logistic Regression,Raw,Gaussian noise,0.0,0.9652777777777779,0.9489812131413491,-0.016296564636428684,0.027018197450197134,0.05262512564845819,0.11149903783233221,0.0019850210785398825,0.0033631464042161827,0.002842312388396695,0.0030685894305577327,0.0026835621598725497,0.004153297489878157,0.008052476037081365,0.0003929360132636044
Digits,Logistic Regression,Raw,Gaussian noise,0.25,0.9558333333333333,0.9434855031198724,-0.012347830213460859,0.028236735220226634,0.06490955256961053,0.1349343654216053,0.0032145593692922817,0.004196852838638476,0.002620753449940053,0.0039447824206064845,0.0034120569900138466,0.004921746847506484,0.0098232824405149,0.0005836869393369064
Digits,Logistic Regression,Raw,Gaussian noise,0.5,0.9198611111111111,0.9249583068284254,0.005097195717314351,0.030779796780124064,0.11523681815702447,0.2307564013588363,0.010133859537217581,0.0054340470895346575,0.0021399279259821566,0.00434899669337594,0.003335825450297772,0.007025838082478212,0.015016974775197128,0.0012836618353781236
Digits,Logistic Regression,Raw,Gaussian noise,1.0,0.7833333333333333,0.8853043559686038,0.10197102263527043,0.10930426986158351,0.33416806088998324,0.8020832625504252,0.08008370574211826,0.007879856455024214,0.004016765741220074,0.006921237908273808,0.00598228352732177,0.011610220380880748,0.034475969434036746,0.006284627739363398
Digits,Logistic Regression,Raw,Gaussian noise,1.5,0.6222222222222222,0.8705429799384904,0.24832075771626821,0.25326839589408323,0.6111769405481511,1.8513150469902473,0.21847908741087135,0.012608512754965898,0.0032601716081865715,0.011666928570781032,0.011017854153908645,0.01914925993859044,0.06316550697526375,0.012749296071814744
Digits,Logistic Regression,Raw,Gaussian noise,2.0,0.4965277777777778,0.8752640179124679,0.37873624013469004,0.3813647104772498,0.8493408062636302,3.3694153187126106,0.3525591797994351,0.0106782067052734,0.00404581370184653,0.011447241895609507,0.01129064506324165,0.01971453740287549,0.12732899241898507,0.01375483788591176
Digits,Logistic Regression,Temperature scaled,Feature masking,0.0,0.9652777777777779,0.9598587841478867,-0.005418993629890995,0.021257786092351683,0.051879863363504655,0.10901464718426009,0.002007494881186101,0.0033631464042161827,0.004721436570442888,0.005056828829026816,0.002027634505400985,0.004452405307263089,0.009424890092700337,0.0003908221945138899
Digits,Logistic Regression,Temperature scaled,Feature masking,0.1,0.9488888888888889,0.9441116565488743,-0.0047772323400146425,0.02631108337060878,0.07742293915272332,0.1598225773335459,0.004911474115047884,0.00333753536313774,0.005897676199130157,0.005490929683811576,0.004164432360408355,0.004973917471585956,0.011693245883807976,0.0007036851665479389
Digits,Logistic Regression,Temperature scaled,Feature masking,0.2,0.9198611111111111,0.9163253042680406,-0.0035358068430704714,0.032404432056087416,0.12000810713407073,0.2493966934570596,0.011232018719431715,0.0043317606607882,0.008152088049251181,0.008493166191518669,0.003730859436127914,0.0059398611466579205,0.012803536954185131,0.001663053789726521
Digits,Logistic Regression,Temperature scaled,Feature masking,0.3,0.8834722222222222,0.8843877025486995,0.0009154803264773082,0.038965977485808725,0.17258598293480487,0.35212128557433797,0.02420629382217691,0.00669694622152195,0.010440149980130908,0.009745769847349216,0.004511803728857012,0.007266710760089856,0.013985843686728354,0.0026021647862034328
Digits,Logistic Regression,Temperature scaled,Feature masking,0.4,0.8243055555555555,0.8393071912392494,0.015001635683693736,0.05091888886210336,0.2538774500626376,0.5238028767417066,0.05006928410341556,0.008525335383714139,0.012393543448861783,0.013896923637575482,0.006469199201276951,0.010219769735308111,0.02287565617229336,0.00434402417130292
Digits,Logistic Regression,Temperature scaled,Feature masking,0.5,0.765,0.787241118911295,0.02224111891129494,0.06709420051375412,0.34266014043340454,0.7102029777760861,0.09101419324558291,0.006800108931589359,0.016848016288430415,0.019927388896966026,0.008430548552448295,0.008698349257006712,0.02024099004261592,0.005093457488088571
Digits,Logistic Regression,Temperature scaled,Gaussian noise,0.0,0.9652777777777779,0.9598587841478867,-0.005418993629890995,0.021257786092351683,0.051879863363504655,0.10901464718426009,0.002007494881186101,0.0033631464042161827,0.004721436570442888,0.005056828829026816,0.002027634505400985,0.004452405307263089,0.009424890092700337,0.0003908221945138899
Digits,Logistic Regression,Temperature scaled,Gaussian noise,0.25,0.9558333333333333,0.9554620675976675,-0.0003712657356657878,0.02493292289732335,0.06469761025454997,0.13454809869444367,0.0032287988086024504,0.004196852838638476,0.005300637833013055,0.005475571616056781,0.002988684732093226,0.0052859559654132166,0.01169524418990272,0.000571926998059499
Digits,Logistic Regression,Temperature scaled,Gaussian noise,0.5,0.9198611111111111,0.939332480645008,0.019471369533896866,0.036010026936290816,0.11727321353801848,0.242347560456427,0.010183986653845411,0.0054340470895346575,0.005378530794671427,0.006351196318069904,0.0033266458771652727,0.007570242756606189,0.018843838590041895,0.0012959493636432876
Digits,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.7833333333333333,0.9044777250545852,0.12114439172125183,0.12761235110848324,0.34441660609937036,0.920180064151699,0.0803339404994903,0.007879856455024214,0.0077323291916793655,0.01051598082714257,0.009941698927473987,0.013666850604891055,0.07128769820722564,0.0062353288286904505
Digits,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.6222222222222222,0.8909778869454673,0.26875566472324514,0.27283907954867936,0.6295018521651132,2.17244405961893,0.21897824767154375,0.012608512754965898,0.007341837319605967,0.01264582961754205,0.012029406176044187,0.01967215791822011,0.13052185731584995,0.012717121542671418
Digits,Logistic Regression,Temperature scaled,Gaussian noise,2.0,0.4965277777777778,0.8944006284103357,0.397872850632558,0.3999855866327216,0.8709784110336969,4.0272836953877595,0.3533230966065366,0.0106782067052734,0.008204365516502103,0.015112614753592038,0.015080242262145504,0.02384678962856589,0.3436745664251685,0.013818434256312082
Digits,Random Forest,Raw,Feature masking,0.0,0.9686111111111112,0.7277266922018752,-0.2408844189092359,0.24189120851160845,0.14278211326343568,0.3751500444901586,0.001508173046226137,0.003010681655138906,0.0038854662514532863,0.0029498359970016757,0.003099678832291107,0.0041146135999417435,0.007678852433441203,0.0002712388167195647
Digits,Random Forest,Raw,Feature masking,0.1,0.9534722222222222,0.626849815956805,-0.32662240626541716,0.32711797063931464,0.221452344445837,0.5397878565571973,0.003982850054467735,0.0048354997833363516,0.004585792667047258,0.005430068836532183,0.005323258447786586,0.004759036943858503,0.009106416519442042,0.0007691899596041249
Digits,Random Forest,Raw,Feature masking,0.2,0.9130555555555556,0.5344634223601917,-0.3785921331953638,0.3799699881336353,0.31493328013396954,0.7232550850679137,0.012971595117450612,0.007110764337305015,0.00358698842838806,0.0063861873268953855,0.006456497054250842,0.005104416339164015,0.010122814696312087,0.0019863048339443124
Digits,Random Forest,Raw,Feature masking,0.3,0.8558333333333333,0.4602320640346047,-0.39560126929872863,0.3960131202687463,0.40717047362583203,0.9017112948601401,0.03600617990652037,0.007303420740715915,0.003571812759124368,0.007302422250347305,0.007354345365341628,0.005028353323225105,0.01053432568096085,0.0030855602459896494
Digits,Random Forest,Raw,Feature masking,0.4,0.7590277777777777,0.39867661574080865,-0.36035116203696915,0.36051658090822125,0.5027017726683229,1.097842617270518,0.08871379542901878,0.00905770209194831,0.0034474289152841547,0.009503996940461881,0.00937911032253488,0.004442013944653268,0.009591132210516261,0.005989532378545859
Digits,Random Forest,Raw,Feature masking,0.5,0.6445833333333334,0.3536242738343545,-0.2909590594989788,0.29163354046286194,0.5920648397899682,1.2958427452886137,0.1804931851171684,0.01001942063188139,0.0030591287631845563,0.010312500722990262,0.010186212983407772,0.004530862533979451,0.01014070748534383,0.009274712768836041
Digits,Random Forest,Raw,Gaussian noise,0.0,0.9686111111111112,0.7277266922018752,-0.2408844189092359,0.24189120851160845,0.14278211326343568,0.3751500444901586,0.001508173046226137,0.003010681655138906,0.0038854662514532824,0.002949835997001675,0.003099678832291107,0.004114613599941744,0.007678852433441203,0.0002712388167195647
Digits,Random Forest,Raw,Gaussian noise,0.25,0.9579166666666667,0.6039930807574633,-0.3539235859092034,0.3543063852919194,0.23433939126273673,0.5706002605555553,0.0031969013014970086,0.004331760660788193,0.00345737881504903,0.003980158027118144,0.0040062223838477715,0.004021651140492683,0.007508747816468298,0.0006798201022297272
Digits,Random Forest,Raw,Gaussian noise,0.5,0.9273611111111111,0.5010850447061707,-0.4262760664049405,0.42673317619330026,0.34094050750704247,0.7768125400943562,0.011216448413907577,0.0071126838310199055,0.0033611580699912215,0.006587645371157147,0.006516466526558327,0.004967843769094139,0.008762763433652697,0.001848780491158675
Digits,Random Forest,Raw,Gaussian noise,1.0,0.7893055555555556,0.36286579227461346,-0.4264397632809421,0.42651170772538655,0.5316426763266738,1.1696363692509888,0.07491746261545401,0.009596303283668698,0.0027776152879306743,0.00910434823543939,0.009078857418173509,0.004327288620111612,0.008560660989403954,0.006176636247371916
Digits,Random Forest,Raw,Gaussian noise,1.5,0.6281944444444444,0.2976460141778003,-0.33054843026664416,0.33069402285923677,0.6536957166818385,1.462350547597767,0.20092841495391883,0.009797412751394244,0.002840495012976614,0.009766696394388784,0.009759681201470721,0.004624785907427698,0.011223751936669244,0.00988709185732927
Digits,Random Forest,Raw,Gaussian noise,2.0,0.48708333333333337,0.2636598386396171,-0.2234234946937162,0.2235647632122347,0.7328298409617888,1.6829151510591818,0.34210665956209085,0.011068471619993392,0.0018319668124527242,0.011757653153766864,0.011805021507885503,0.0025932069962094667,0.008437641114178704,0.010422597366540134
Digits,Random Forest,Temperature scaled,Feature masking,0.0,0.9686111111111112,0.9687014799774888,9.036886637771024e-05,0.018475809452054077,0.04516884432432262,0.09045190308982218,0.0013334118465584215,0.003010681655138906,0.0033613883054965745,0.0030550919970245847,0.002030915881413922,0.0038197060352650634,0.008771519559636683,0.00024072823205766055
Digits,Random Forest,Temperature scaled,Feature masking,0.1,0.9534722222222222,0.9504093745789601,-0.003062847643262068,0.02595340331394299,0.06892435309113898,0.14102978060031446,0.0035161245227534796,0.0048354997833363516,0.005108558548715458,0.005810780177810239,0.003054180360061447,0.005713956508496262,0.010309791996594824,0.0005572955090270382
Digits,Random Forest,Temperature scaled,Feature masking,0.2,0.9130555555555556,0.9151182604481709,0.002062704892615419,0.03341788536275184,0.12354567368573163,0.24656929165878352,0.011331229928249786,0.007110764337305015,0.007876589122125858,0.007011802170768602,0.0038404656877726803,0.008343809158245459,0.017618311657462235,0.0016581433894627413
Digits,Random Forest,Temperature scaled,Feature masking,0.3,0.8558333333333333,0.8704014304253942,0.014568097092060955,0.04400194552297998,0.2068674039323552,0.4035857176587984,0.03177352846685559,0.007303420740715915,0.009521705381504965,0.009473453236729993,0.005114087131183387,0.00900191361325602,0.019430345180528767,0.0027773063331647304
Digits,Random Forest,Temperature scaled,Feature masking,0.4,0.7590277777777777,0.8234749879193286,0.0644472101415508,0.0800473792334615,0.34222288984729554,0.681317849376939,0.0850730496701376,0.00905770209194831,0.010323810333384637,0.013109841996689386,0.010017449309857207,0.010525810688908245,0.020075439892995837,0.004909746202610057
Digits,Random Forest,Temperature scaled,Feature masking,0.5,0.6445833333333334,0.7830974310542619,0.13851409772092854,0.15173763054636696,0.5127820842115685,1.0709774269324028,0.18402364014148137,0.01001942063188139,0.014548607349704985,0.015326779797265377,0.01440128296016773,0.013829989191168275,0.0419377014108365,0.009254936217747565
Digits,Random Forest,Temperature scaled,Gaussian noise,0.0,0.9686111111111112,0.9687014799774888,9.036886637771024e-05,0.018475809452054077,0.04516884432432262,0.09045190308982218,0.0013334118465584215,0.003010681655138906,0.0033613883054965745,0.0030550919970245847,0.0020309158814139226,0.003819706035265062,0.008771519559636683,0.00024072823205766055
Digits,Random Forest,Temperature scaled,Gaussian noise,0.25,0.9579166666666667,0.9498201150128093,-0.008096551653857403,0.024032765148542624,0.06068648374608211,0.1292509741942877,0.002845087638927096,0.004331760660788193,0.004938794253461227,0.004939635060551226,0.003176991183069732,0.005367012042266263,0.00998715122416968,0.0005644320652036865
Digits,Random Forest,Temperature scaled,Gaussian noise,0.5,0.9273611111111111,0.9085765083623016,-0.018784602748809533,0.03711570628327663,0.11168184559602272,0.2255879993513966,0.009387734612335615,0.0071126838310199055,0.007889224260398129,0.00883286001715338,0.005202242292714404,0.00883751802917727,0.015840239119722613,0.0015541375150201352
Digits,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7893055555555556,0.799339101062773,0.010033545507217412,0.052795160182735376,0.30039177313789056,0.6341121802722711,0.06752470137656263,0.009596303283668698,0.013242807211224852,0.015948965120878348,0.006618816224567406,0.010893298539391865,0.021064035133682577,0.005720325311591441
Digits,Random Forest,Temperature scaled,Gaussian noise,1.5,0.6281944444444444,0.7120974302457522,0.08390298580130784,0.09895543104765409,0.5214636225882521,1.158091896477407,0.19573820211394372,0.009797412751394244,0.015477359772196407,0.01448096638540307,0.011529532920471881,0.011072063576480919,0.03244053699544637,0.009614656212503372
Digits,Random Forest,Temperature scaled,Gaussian noise,2.0,0.48708333333333337,0.6523421860363745,0.16525885270304125,0.17075122847868013,0.7017025735849439,1.672335105898523,0.3444551806700906,0.011068471619993392,0.01774227135982612,0.02129914742753913,0.01994566833913463,0.012918991113775322,0.06313741202795965,0.009895982055814169
Wine,Gradient Boosting,Raw,Feature masking,0.0,0.9680555555555556,0.9634745713362959,-0.004580984219259681,0.04798574702208279,0.05126204490972234,0.09461359008818664,0.002839593796362665,0.009894267214741032,0.004860114087953501,0.008920460683480624,0.006819966320903804,0.011831555228111098,0.021357560266831246,0.0013721978854395697
Wine,Gradient Boosting,Raw,Feature masking,0.1,0.9402777777777777,0.9468403016238336,0.006562523846055807,0.06566456875651505,0.086581929389941,0.1559215474305332,0.007106627113929514,0.014391101457831196,0.007038714070699158,0.012013080162898572,0.008826036047403512,0.01868956405982907,0.032784841884569565,0.002799067209026683
Wine,Gradient Boosting,Raw,Feature masking,0.2,0.9125,0.9252627572810358,0.012762757281035875,0.08121046590541425,0.12504751737821024,0.22328826425766946,0.012873796775365747,0.01492329858998063,0.013134637593714731,0.014337327853405683,0.008077074150979248,0.01593917015861917,0.02800937247866182,0.003653723387125554
Wine,Gradient Boosting,Raw,Feature masking,0.3,0.8666666666666666,0.9045407832446897,0.03787411657802294,0.11587216852308954,0.19363700157451444,0.3409753355385033,0.029442237192333916,0.022895303705648427,0.011148792821343833,0.02301664767196781,0.020200657460241484,0.032664618122682655,0.05457297593431661,0.00823083004626384
Wine,Gradient Boosting,Raw,Feature masking,0.4,0.8416666666666666,0.874594208847763,0.032927542181096295,0.12756201187170013,0.22574296880084424,0.40175607793808066,0.04083899060432476,0.029846597179961264,0.013157276458880892,0.034362364278322725,0.015569452112982048,0.03562914442726344,0.06361023252857913,0.010379112126006845
Wine,Gradient Boosting,Raw,Feature masking,0.5,0.7888888888888889,0.8465890404320138,0.05770015154312484,0.14925936233686626,0.31136941438186067,0.5624084565678595,0.0800844136011278,0.03671416381400241,0.014141944416462911,0.03711767387301541,0.02602056252949885,0.04727733818509051,0.08148480835375227,0.01981762514244722
Wine,Gradient Boosting,Raw,Gaussian noise,0.0,0.9680555555555556,0.9634745713362959,-0.004580984219259681,0.04798574702208279,0.05126204490972234,0.09461359008818664,0.002839593796362665,0.009894267214741032,0.004860114087953501,0.008920460683480624,0.006819966320903804,0.011831555228111098,0.021357560266831246,0.0013721978854395697
Wine,Gradient Boosting,Raw,Gaussian noise,0.25,0.951388888888889,0.9539037867746236,0.0025148978857348183,0.05923121715811439,0.07487378389246739,0.13868793683577618,0.006580982804238636,0.01417262803135466,0.008159194418965109,0.01368929766375528,0.009984906691749675,0.019679180422205355,0.03662637177063218,0.003215378222797823
Wine,Gradient Boosting,Raw,Gaussian noise,0.5,0.8902777777777778,0.9387125299327156,0.048434752154937796,0.10014634055280787,0.1755842239373924,0.3305303708548881,0.02953474559100482,0.022852676031908447,0.007658658720851198,0.02410097930360971,0.01808008413167013,0.035297085346218456,0.07361985097233378,0.011914912521755226
Wine,Gradient Boosting,Raw,Gaussian noise,1.0,0.7527777777777778,0.89204162143237,0.13926384365459227,0.18571216624921483,0.3773776203258276,0.7289221681695566,0.11799003391216449,0.03947839737944188,0.01045659692115777,0.038315592695574704,0.02803530985515497,0.055344074921468006,0.11896768057720533,0.03128998566384881
Wine,Gradient Boosting,Raw,Gaussian noise,1.5,0.6513888888888888,0.8677178001981108,0.216328911309222,0.2509743100880552,0.5449212371311487,1.157121165636216,0.21516530283694277,0.030460988696341985,0.011231278707744808,0.03185564656693671,0.027376989077782084,0.042780201017398156,0.10487149500616659,0.021870915946557535
Wine,Gradient Boosting,Raw,Gaussian noise,2.0,0.5722222222222222,0.8468436290037212,0.2746214067814991,0.3159913887294197,0.6752356887977032,1.5115604059647731,0.3324325888159513,0.04387673975010124,0.011909418611066813,0.04109803310881164,0.03699130331355986,0.07224614829388373,0.1775812828626025,0.047708301010592896
Wine,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.9680555555555556,0.9788047507805258,0.010749195224970193,0.03809524599367199,0.05433394449685376,0.23195249593957407,0.008843239016430072,0.009894267214741032,0.008102090711462877,0.009943997985252752,0.008116620607576591,0.013285968862729113,0.11909170566951473,0.006734889326344851
Wine,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.9402777777777777,0.9688123661588047,0.02853458838102691,0.060572341956109145,0.09789002850294715,0.4106722538645259,0.015059921086616704,0.014391101457831196,0.011820956671513285,0.015686711943526836,0.01114335621773212,0.02266250580222364,0.1865016587325423,0.00715143557024299
Wine,Gradient Boosting,Temperature scaled,Feature masking,0.2,0.9125,0.9590655098312307,0.04656550983123077,0.07768302771443014,0.13994138583051458,0.497240166923065,0.014078711385834691,0.01492329858998063,0.017295136864070783,0.01728844595858944,0.011668102333028096,0.02174449557082548,0.18443108577001763,0.00439863915156267
Wine,Gradient Boosting,Temperature scaled,Feature masking,0.3,0.8666666666666666,0.9475213656075707,0.08085469894090412,0.12300233819419379,0.2267599375377881,1.0447468653904872,0.04043027872877525,0.022895303705648427,0.02049590639822715,0.03160505950529969,0.022761305447977265,0.04214277334600851,0.4402432625307877,0.012279547631531721
Wine,Gradient Boosting,Temperature scaled,Feature masking,0.4,0.8416666666666666,0.9283796219119791,0.08671295524531245,0.13719656279222642,0.26061826810304856,1.0912376525899945,0.05291628241969387,0.029846597179961264,0.023540376509610484,0.038736590197653874,0.024318347568251342,0.04960949529964752,0.519196883227899,0.02019970018202469
Wine,Gradient Boosting,Temperature scaled,Feature masking,0.5,0.7888888888888889,0.9149704305082841,0.12608154161939525,0.1746663137296147,0.3548529129726354,1.6595085691929505,0.08605485734784266,0.03671416381400241,0.030218301364912492,0.04358660505562691,0.03317976272923718,0.0621032184791825,0.7490819628876083,0.022168566397262078
Wine,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.9680555555555556,0.9788047507805258,0.010749195224970193,0.03809524599367199,0.05433394449685376,0.23195249593957407,0.008843239016430072,0.009894267214741032,0.008102090711462877,0.009943997985252752,0.008116620607576591,0.013285968862729113,0.11909170566951473,0.006734889326344851
Wine,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.951388888888889,0.9729331470343746,0.021544258145485773,0.05628167781127351,0.083201582731637,0.28849789260841346,0.009080410984190952,0.01417262803135466,0.011235677177626772,0.014874528573886275,0.01395414787592816,0.023216289583986784,0.13985364716076146,0.005470844516834989
Wine,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.8902777777777778,0.9658705624215325,0.07559278464375471,0.10419283026268647,0.1930825758615671,0.9151737531693371,0.03976561908870526,0.022852676031908447,0.013369222554128715,0.025851946871959484,0.01841559986100328,0.03763897414572145,0.36913785809714045,0.017381484067716144
Wine,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.7527777777777778,0.9371213131749926,0.18434353539721476,0.2136372859477703,0.4296063265719264,2.2191913200941285,0.1360413840304531,0.03947839737944188,0.02303846827847577,0.04541929293868973,0.03876020617039812,0.0714235852478046,0.9714265112826843,0.03327687692831703
