dataset,seed,model,calibration,shift,severity,temperature,n_test,accuracy,mean_confidence,confidence_gap,ece,brier,nll,aurc
Breast Cancer,5,Random Forest,Temperature scaled,Feature masking,0.3,0.6243996872924269,114,0.9385964912280702,0.9055266681640299,-0.03306982306404027,0.0626893665993516,0.07515876326563448,0.1402315846709564,0.0034269229453499977
Breast Cancer,5,Random Forest,Raw,Feature masking,0.4,0.6243996872924269,114,0.9736842105263158,0.7939223893066,-0.17976182121971584,0.17976182121971596,0.12058494255639098,0.25137115414476374,0.001806725486641353
Breast Cancer,5,Random Forest,Temperature scaled,Feature masking,0.4,0.6243996872924269,114,0.9736842105263158,0.8729412332754349,-0.10074297725088088,0.10074297725088076,0.07281602423575737,0.16082614170623186,0.001806725486641353
Breast Cancer,5,Random Forest,Raw,Feature masking,0.5,0.6243996872924269,114,0.9385964912280702,0.7719245614035086,-0.16667192982456158,0.16792105263157886,0.15243998231212955,0.2904284348676235,0.005782031203429648
Breast Cancer,5,Random Forest,Temperature scaled,Feature masking,0.5,0.6243996872924269,114,0.9385964912280702,0.8485836694885962,-0.090012821739474,0.09410726215337645,0.10751813091322877,0.206226186485928,0.005782031203429648
Breast Cancer,5,Gradient Boosting,Raw,Gaussian noise,0.0,1.1115092534956459,114,0.9736842105263158,0.9822203986154614,0.00853618808914558,0.020771198340155554,0.03863738344817341,0.06367487741525886,0.0009087933800486663
Breast Cancer,5,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,1.1115092534956459,114,0.9736842105263158,0.9778304842386233,0.004146273712307469,0.026672059986494124,0.0379387747692495,0.06403762445763117,0.0009087933800486663
Breast Cancer,5,Gradient Boosting,Raw,Gaussian noise,0.25,1.1115092534956459,114,0.9736842105263158,0.9790017219416538,0.005317511415337983,0.020289204418339306,0.03813915902355255,0.06091577056377278,0.0008232188525955204
Breast Cancer,5,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,1.1115092534956459,114,0.9736842105263158,0.974219909914704,0.0005356993883881556,0.028714962361845328,0.03740895541690607,0.06237728723495499,0.0008232188525955204
Breast Cancer,5,Gradient Boosting,Raw,Gaussian noise,0.5,1.1115092534956459,114,0.9298245614035088,0.9598474948177114,0.03002293341420259,0.04697623079766896,0.09156375231475902,0.14048521812478956,0.005049298980874599
Breast Cancer,5,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,1.1115092534956459,114,0.9298245614035088,0.9522215606119842,0.022396999208475377,0.0611220193062091,0.08917248394318716,0.13943789645135105,0.005049298980874599
Breast Cancer,5,Gradient Boosting,Raw,Gaussian noise,1.0,1.1115092534956459,114,0.8596491228070176,0.9003139033882498,0.04066478058123224,0.07686771456596234,0.22817480931505382,0.38719542113458516,0.05592860615905312
Breast Cancer,5,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,1.1115092534956459,114,0.8596491228070176,0.8883550077463147,0.028705884939297155,0.06037270324037973,0.22555413456855994,0.3741983807807951,0.05592860615905312
Breast Cancer,5,Gradient Boosting,Raw,Gaussian noise,1.5,1.1115092534956459,114,0.7982456140350878,0.8674673298761997,0.06922171584111192,0.0878374656678545,0.2668882436016322,0.43774213517574934,0.07865945031024296
Breast Cancer,5,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,1.1115092534956459,114,0.7982456140350878,0.8537233859908202,0.05547777195573245,0.08321820516651911,0.2644497801885534,0.42620303458333614,0.07865945031024296
Breast Cancer,5,Gradient Boosting,Raw,Gaussian noise,2.0,1.1115092534956459,114,0.6929824561403509,0.8598745916879781,0.16689213554762716,0.1958712373103877,0.4358129118970231,0.7206458353043045,0.16189636710598748
Breast Cancer,5,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.1115092534956459,114,0.6929824561403509,0.8471749818446688,0.15419252570431785,0.16880494738742746,0.42684817025913563,0.680833751751783,0.16189636710598748
Breast Cancer,5,Gradient Boosting,Raw,Feature masking,0.0,1.1115092534956459,114,0.9736842105263158,0.9822203986154614,0.00853618808914558,0.020771198340155554,0.03863738344817341,0.06367487741525886,0.0009087933800486663
Breast Cancer,5,Gradient Boosting,Temperature scaled,Feature masking,0.0,1.1115092534956459,114,0.9736842105263158,0.9778304842386233,0.004146273712307469,0.026672059986494124,0.0379387747692495,0.06403762445763117,0.0009087933800486663
Breast Cancer,5,Gradient Boosting,Raw,Feature masking,0.1,1.1115092534956459,114,0.9736842105263158,0.9776884943179405,0.004004283791624652,0.021813772643134423,0.0429516906583517,0.07658275284813178,0.0018186646549615177
Breast Cancer,5,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.1115092534956459,114,0.9736842105263158,0.9724051626243972,-0.001279047901918573,0.03924092115240238,0.04278720860740938,0.0771438805348516,0.0018186646549615177
Breast Cancer,5,Gradient Boosting,Raw,Feature masking,0.2,1.1115092534956459,114,0.956140350877193,0.9679953424119299,0.011854991534736903,0.03685469750897412,0.06866379203750411,0.11598415497145541,0.0033974070962652482
Breast Cancer,5,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.1115092534956459,114,0.956140350877193,0.9616320191419983,0.005491668264805294,0.0226031670736281,0.067685193441051,0.11501524849644856,0.0033974070962652482
Breast Cancer,5,Gradient Boosting,Raw,Feature masking,0.3,1.1115092534956459,114,0.9298245614035088,0.9438535445365211,0.014028983133012374,0.04506550629320886,0.07723484401020408,0.12364446976247309,0.004606529336321063
Breast Cancer,5,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.1115092534956459,114,0.9298245614035088,0.9361475943379804,0.006323032934471673,0.04241598438876072,0.07719925023914027,0.12672674243099324,0.004606529336321063
Breast Cancer,5,Gradient Boosting,Raw,Feature masking,0.4,1.1115092534956459,114,0.956140350877193,0.9306715243456343,-0.025468826531558686,0.05371759951125877,0.05598999451581624,0.10228976610859176,0.0019461280491989113
Breast Cancer,5,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.1115092534956459,114,0.956140350877193,0.9212493273696967,-0.03489102350749629,0.05062798509057528,0.05839141855065925,0.11101705391124018,0.0019461280491989113
Breast Cancer,5,Gradient Boosting,Raw,Feature masking,0.5,1.1115092534956459,114,0.9473684210526315,0.9257506046520658,-0.021617816400565704,0.038406872133559,0.08553114231285472,0.14565288396294365,0.0065349800485017305
Breast Cancer,5,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.1115092534956459,114,0.9473684210526315,0.9156551824761395,-0.031713238576492,0.04130082588329953,0.08691022997968832,0.1514210565863251,0.0065349800485017305
Breast Cancer,6,Logistic Regression,Raw,Gaussian noise,0.0,1.220650037354073,114,0.9649122807017544,0.974802413358953,0.009890132657198625,0.018888424790847735,0.05402534251004092,0.08751420084520115,0.0021713944562540776
Breast Cancer,6,Logistic Regression,Temperature scaled,Gaussian noise,0.0,1.220650037354073,114,0.9649122807017544,0.9660732675202416,0.0011609868184871974,0.026359608540039485,0.05290618747441233,0.08680241335542582,0.0021713944562540776
Breast Cancer,6,Logistic Regression,Raw,Gaussian noise,0.25,1.220650037354073,114,0.9649122807017544,0.9783393031495923,0.013427022447837889,0.03221848619397662,0.05241793497014242,0.08137907477280731,0.0017614195670755811
Breast Cancer,6,Logistic Regression,Temperature scaled,Gaussian noise,0.25,1.220650037354073,114,0.9649122807017544,0.9699379327405304,0.0050256520387760295,0.024707182109495844,0.05026695526724572,0.08046169075929263,0.0017614195670755811
Breast Cancer,6,Logistic Regression,Raw,Gaussian noise,0.5,1.220650037354073,114,0.9298245614035088,0.9665323347945588,0.036707773391050025,0.05836724185896204,0.09745170350256459,0.1551487268838596,0.006151938570756826
Breast Cancer,6,Logistic Regression,Temperature scaled,Gaussian noise,0.5,1.220650037354073,114,0.9298245614035088,0.9577636947743686,0.027939133370859848,0.04607501384803155,0.09326795078527307,0.14431914269002497,0.006151938570756826
Breast Cancer,6,Logistic Regression,Raw,Gaussian noise,1.0,1.220650037354073,114,0.9473684210526315,0.9565682957096029,0.009199874656971363,0.0334272039427553,0.07799289316897126,0.1463676453194121,0.007270824032550809
Breast Cancer,6,Logistic Regression,Temperature scaled,Gaussian noise,1.0,1.220650037354073,114,0.9473684210526315,0.9464938772343534,-0.0008745438182781173,0.03433983774758507,0.07826957144344754,0.14107832812776597,0.007270824032550809
Breast Cancer,6,Logistic Regression,Raw,Gaussian noise,1.5,1.220650037354073,114,0.8771929824561403,0.9534982501840118,0.0763052677278715,0.10742314702620066,0.2194321481752143,0.5577579876765688,0.044262156620674974
Breast Cancer,6,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.220650037354073,114,0.8771929824561403,0.9432898905829797,0.06609690812683944,0.09039876077390588,0.21543867175579728,0.479009624720915,0.044262156620674974
Breast Cancer,6,Logistic Regression,Raw,Gaussian noise,2.0,1.220650037354073,114,0.8596491228070176,0.963335109772837,0.10368598696581943,0.1264520010782868,0.24813786017706257,0.5657121622083285,0.04006526253768563
Breast Cancer,6,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.220650037354073,114,0.8596491228070176,0.9542373104376735,0.0945881876306559,0.11798901971695738,0.23941849416793703,0.4818712674418202,0.04006526253768563
Breast Cancer,6,Logistic Regression,Raw,Feature masking,0.0,1.220650037354073,114,0.9649122807017544,0.974802413358953,0.009890132657198625,0.018888424790847735,0.05402534251004092,0.08751420084520115,0.0021713944562540776
Breast Cancer,6,Logistic Regression,Temperature scaled,Feature masking,0.0,1.220650037354073,114,0.9649122807017544,0.9660732675202416,0.0011609868184871974,0.026359608540039485,0.05290618747441233,0.08680241335542582,0.0021713944562540776
Breast Cancer,6,Logistic Regression,Raw,Feature masking,0.1,1.220650037354073,114,0.9736842105263158,0.9666820383936118,-0.007002172132704043,0.0330765734863587,0.04824477528068265,0.0881247202588622,0.0027124139809183525
Breast Cancer,6,Logistic Regression,Temperature scaled,Feature masking,0.1,1.220650037354073,114,0.9736842105263158,0.9571975280162028,-0.016486682510112982,0.029272834909386234,0.04971303336208583,0.09014711333065435,0.0027124139809183525
Breast Cancer,6,Logistic Regression,Raw,Feature masking,0.2,1.220650037354073,114,0.956140350877193,0.9560357993408248,-0.00010455153636812486,0.03831624925616407,0.07538096667610822,0.11831171791514275,0.004267517103808715
Breast Cancer,6,Logistic Regression,Temperature scaled,Feature masking,0.2,1.220650037354073,114,0.956140350877193,0.9427473246085417,-0.013393026268651242,0.055300759702239105,0.07445391215366776,0.12135968814568711,0.004267517103808715
Breast Cancer,6,Logistic Regression,Raw,Feature masking,0.3,1.220650037354073,114,0.9385964912280702,0.9529440527813384,0.014347561553268218,0.04456607634525242,0.07985006780756083,0.13192787953608642,0.005202176039418398
Breast Cancer,6,Logistic Regression,Temperature scaled,Feature masking,0.3,1.220650037354073,114,0.9385964912280702,0.9404468737183108,0.0018503824902406096,0.05255170623676761,0.07950558735416886,0.13242449564876063,0.005202176039418398
Breast Cancer,6,Logistic Regression,Raw,Feature masking,0.4,1.220650037354073,114,0.956140350877193,0.9315790777341131,-0.024561273143079876,0.028842786480463015,0.07593563732081854,0.129600057152096,0.004976163181764675
Breast Cancer,6,Logistic Regression,Temperature scaled,Feature masking,0.4,1.220650037354073,114,0.956140350877193,0.9139024244070455,-0.04223792647014746,0.04223792647014758,0.07948296156199787,0.14130179883976426,0.004976163181764675
Breast Cancer,6,Logistic Regression,Raw,Feature masking,0.5,1.220650037354073,114,0.9298245614035088,0.9226862487152916,-0.0071383126882171855,0.04126131872776961,0.09806253112182647,0.1610831184386336,0.007675153959271834
Breast Cancer,6,Logistic Regression,Temperature scaled,Feature masking,0.5,1.220650037354073,114,0.9298245614035088,0.9029468271489062,-0.026877734254602603,0.03237046237094176,0.10003613196135877,0.17132701196351602,0.007675153959271834
Breast Cancer,6,Random Forest,Raw,Gaussian noise,0.0,0.8707394203948815,114,0.9473684210526315,0.948518504594531,0.0011500835418994937,0.04339394319102218,0.09239957437439304,0.3714984287851687,0.01786704537024823
Breast Cancer,6,Random Forest,Temperature scaled,Gaussian noise,0.0,0.8707394203948815,114,0.9473684210526315,0.956700937790387,0.00933251673775548,0.04069575353065822,0.09193698152434225,0.3723395190451416,0.01786704537024823
Breast Cancer,6,Random Forest,Raw,Gaussian noise,0.25,0.8707394203948815,114,0.956140350877193,0.9182307852964606,-0.03790956558073233,0.0394875104428877,0.09022399391057007,0.18151555648758952,0.01664312572287818
Breast Cancer,6,Random Forest,Temperature scaled,Gaussian noise,0.25,0.8707394203948815,114,0.956140350877193,0.9301956964116443,-0.02594465446554861,0.04541145930511398,0.08702554573839495,0.18029959888244268,0.01664312572287818
Breast Cancer,6,Random Forest,Raw,Gaussian noise,0.5,0.8707394203948815,114,0.9035087719298246,0.8546345029239415,-0.0488742690058831,0.06830701754389468,0.13608518037156384,0.22978988518380009,0.013291680791408887
Breast Cancer,6,Random Forest,Temperature scaled,Gaussian noise,0.5,0.8707394203948815,114,0.9035087719298246,0.8720636791824607,-0.031445092747363845,0.05516870271619843,0.13195374702306775,0.21711975742670092,0.013291680791408887
Breast Cancer,6,Random Forest,Raw,Gaussian noise,1.0,0.8707394203948815,114,0.8947368421052632,0.7504771929824562,-0.14425964912280698,0.14564862155388472,0.2108752933086685,0.35185620247638955,0.027193799269459022
Breast Cancer,6,Random Forest,Temperature scaled,Gaussian noise,1.0,0.8707394203948815,114,0.8947368421052632,0.7705223118585652,-0.12421453024669793,0.12580947640704704,0.199874217068144,0.3325711518049899,0.027193799269459022
Breast Cancer,6,Random Forest,Raw,Gaussian noise,1.5,0.8707394203948815,114,0.8157894736842105,0.6819148705096074,-0.1338746031746031,0.13393884711779444,0.30269393200938854,0.47152292530449963,0.07825652643363439
Breast Cancer,6,Random Forest,Temperature scaled,Gaussian noise,1.5,0.8707394203948815,114,0.8157894736842105,0.7000515107989903,-0.1157379628852202,0.1291385845619152,0.29288048478500367,0.45719451614732215,0.07825652643363439
Breast Cancer,6,Random Forest,Raw,Gaussian noise,2.0,0.8707394203948815,114,0.7105263157894737,0.6681516290726817,-0.04237468671679201,0.1440054302422723,0.3367116305867844,0.5104537674310976,0.1041799145114851
Breast Cancer,6,Random Forest,Temperature scaled,Gaussian noise,2.0,0.8707394203948815,114,0.7105263157894737,0.6866552918477109,-0.02387102394176277,0.1264088736661128,0.3291315405223879,0.4984057035662091,0.1041799145114851
Breast Cancer,6,Random Forest,Raw,Feature masking,0.0,0.8707394203948815,114,0.9473684210526315,0.948518504594531,0.0011500835418994937,0.04339394319102227,0.09239957437439304,0.3714984287851687,0.01786704537024823
Breast Cancer,6,Random Forest,Temperature scaled,Feature masking,0.0,0.8707394203948815,114,0.9473684210526315,0.956700937790387,0.00933251673775548,0.040695753530658206,0.09193698152434225,0.3723395190451416,0.01786704537024823
Breast Cancer,6,Random Forest,Raw,Feature masking,0.1,0.8707394203948815,114,0.9473684210526315,0.9185229323307219,-0.028845488721909618,0.04148809523799005,0.09606324551577355,0.1821866608977107,0.015338856304222138
Breast Cancer,6,Random Forest,Temperature scaled,Feature masking,0.1,0.8707394203948815,114,0.9473684210526315,0.9324385320222692,-0.014929889030362298,0.028989023608853026,0.09338758275384011,0.17939801252954415,0.015338856304222138
Breast Cancer,6,Random Forest,Raw,Feature masking,0.2,0.8707394203948815,114,0.9385964912280702,0.8936018796992307,-0.044994611528839545,0.06831282372599914,0.10621191861916696,0.19361014705163626,0.013550053958536184
Breast Cancer,6,Random Forest,Temperature scaled,Feature masking,0.2,0.8707394203948815,114,0.9385964912280702,0.9106553534724435,-0.027941137755626677,0.04807149806549735,0.10324068706356228,0.18450825034861576,0.013550053958536184
Breast Cancer,6,Random Forest,Raw,Feature masking,0.3,0.8707394203948815,114,0.9298245614035088,0.8701368003341688,-0.05968776106933993,0.08179853801169584,0.11862609723236661,0.2257983575731394,0.021110473259365995
Breast Cancer,6,Random Forest,Temperature scaled,Feature masking,0.3,0.8707394203948815,114,0.9298245614035088,0.8906845234740587,-0.03914003792945009,0.05460811346303762,0.11263676748775224,0.21315074054078914,0.021110473259365995
Breast Cancer,6,Random Forest,Raw,Feature masking,0.4,0.8707394203948815,114,0.9385964912280702,0.8295923558897242,-0.10900413533834596,0.10960881370091898,0.13094399501253132,0.25459933170188376,0.02175367608028349
Breast Cancer,6,Random Forest,Temperature scaled,Feature masking,0.4,0.8707394203948815,114,0.9385964912280702,0.8531926632892592,-0.08540382793881096,0.09425232057393527,0.12046824968869153,0.2346832497368589,0.02175367608028349
Breast Cancer,6,Random Forest,Raw,Feature masking,0.5,0.8707394203948815,114,0.9035087719298246,0.8102511278195488,-0.09325764411027582,0.10052314118629901,0.17707474539046025,0.31365237702565657,0.03415387095041731
Breast Cancer,6,Random Forest,Temperature scaled,Feature masking,0.5,0.8707394203948815,114,0.9035087719298246,0.835246187335562,-0.0682625845942626,0.09357493694402678,0.1683565701888347,0.29686988375523793,0.034274034372671576
Breast Cancer,6,Gradient Boosting,Raw,Gaussian noise,0.0,1.471917497523114,114,0.956140350877193,0.9838450665051794,0.027704715627986487,0.05015182613438016,0.08695529457615415,0.21814548631157288,0.010072479811534488
Breast Cancer,6,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,1.471917497523114,114,0.956140350877193,0.9674091708090327,0.011268819931839702,0.044746959104687234,0.08578226986163107,0.1721421060101829,0.010072479811534488
Breast Cancer,6,Gradient Boosting,Raw,Gaussian noise,0.25,1.471917497523114,114,0.9473684210526315,0.9744102043769243,0.027041783324292745,0.04113231508780599,0.08741017524959101,0.20374170867480706,0.011021012319742955
Breast Cancer,6,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,1.471917497523114,114,0.9473684210526315,0.9541811676342424,0.006812746581610907,0.03690732270203462,0.08764961742334483,0.1706325322940651,0.011021012319742955
Breast Cancer,6,Gradient Boosting,Raw,Gaussian noise,0.5,1.471917497523114,114,0.8947368421052632,0.9435349662676703,0.04879812416240714,0.05668057530745071,0.15818428369398688,0.26797012361135114,0.019347967571429932
Breast Cancer,6,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,1.471917497523114,114,0.8947368421052632,0.9158290618950713,0.02109221978980813,0.04036747979330751,0.14781733502237265,0.2360023760995949,0.019347967571429932
Breast Cancer,6,Gradient Boosting,Raw,Gaussian noise,1.0,1.471917497523114,114,0.8070175438596491,0.894764265404589,0.0877467215449399,0.0877467215449399,0.26276649375132966,0.39907981036806095,0.049420645990201316
Breast Cancer,6,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,1.471917497523114,114,0.8070175438596491,0.8536848133293846,0.04666726946973554,0.07442376014449954,0.24365371166912403,0.36156499078803483,0.049420645990201316
Breast Cancer,6,Gradient Boosting,Raw,Gaussian noise,1.5,1.471917497523114,114,0.7543859649122807,0.8716176964122844,0.11723173150000366,0.15393519807178582,0.3680426055558458,0.5948882115920714,0.12049057575068547
Breast Cancer,6,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,1.471917497523114,114,0.7543859649122807,0.820657136325708,0.06627117141342731,0.10799764613206801,0.341011359631072,0.5156501555706582,0.12049057575068547
Breast Cancer,6,Gradient Boosting,Raw,Gaussian noise,2.0,1.471917497523114,114,0.7105263157894737,0.8747135109652414,0.16418719517576774,0.1810318858762282,0.4187370357888532,0.6703221659180175,0.1417310321326139
Breast Cancer,6,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.471917497523114,114,0.7105263157894737,0.8196663249778856,0.10914000918841193,0.10914000918841181,0.3833990003824345,0.5694515703833722,0.1417310321326139
Breast Cancer,6,Gradient Boosting,Raw,Feature masking,0.0,1.471917497523114,114,0.956140350877193,0.9838450665051794,0.027704715627986487,0.05015182613438016,0.08695529457615415,0.21814548631157288,0.010072479811534488
Breast Cancer,6,Gradient Boosting,Temperature scaled,Feature masking,0.0,1.471917497523114,114,0.956140350877193,0.9674091708090327,0.011268819931839702,0.044746959104687234,0.08578226986163107,0.1721421060101829,0.010072479811534488
Breast Cancer,6,Gradient Boosting,Raw,Feature masking,0.1,1.471917497523114,114,0.9473684210526315,0.9687288788218408,0.02136045776920925,0.052382883376251924,0.10050876191093835,0.2333760874203383,0.013443839879056096
Breast Cancer,6,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.471917497523114,114,0.9473684210526315,0.9500140078095429,0.0026455867569114,0.05216448986921905,0.09981891123665859,0.19166492540378333,0.013443839879056096
Breast Cancer,6,Gradient Boosting,Raw,Feature masking,0.2,1.471917497523114,114,0.9385964912280702,0.9634200931097261,0.024823601881655888,0.057288039372181535,0.10730672305732178,0.24456677359457513,0.018297309250522444
Breast Cancer,6,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.471917497523114,114,0.9385964912280702,0.9399473524564188,0.0013508612283485988,0.0585178023018223,0.10789525723199532,0.20656165388108266,0.018297309250522444
Breast Cancer,6,Gradient Boosting,Raw,Feature masking,0.3,1.471917497523114,114,0.9385964912280702,0.963198041142192,0.02460154991412178,0.03188633884416481,0.095182955571345,0.19709629951548155,0.016030815455680015
Breast Cancer,6,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.471917497523114,114,0.9385964912280702,0.9358817059998015,-0.0027147852282687346,0.015890939151761835,0.09438929789893202,0.17820421299697847,0.016030815455680015
Breast Cancer,6,Gradient Boosting,Raw,Feature masking,0.4,1.471917497523114,114,0.9473684210526315,0.944670012997502,-0.002698408055129553,0.05085820688619394,0.10555752892207013,0.21823272965365637,0.023500710615705595
Breast Cancer,6,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.471917497523114,114,0.9473684210526315,0.9077745169543407,-0.03959390409829078,0.06178964652055076,0.11068053461040588,0.2109516159209965,0.023500710615705595
Breast Cancer,6,Gradient Boosting,Raw,Feature masking,0.5,1.471917497523114,114,0.9210526315789473,0.9308173754132267,0.009764743834279388,0.08138593155084174,0.12895045585468762,0.24939395204558837,0.027839107477858834
Breast Cancer,6,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.471917497523114,114,0.9210526315789473,0.8856229378458021,-0.035429693733145196,0.08649792478101898,0.13609180721216782,0.24726764292822628,0.027839107477858834
Breast Cancer,7,Logistic Regression,Raw,Gaussian noise,0.0,0.34245726412784555,114,0.9736842105263158,0.9593824379278842,-0.014301772598431572,0.03652518462004277,0.038634763961457354,0.06626605261088646,0.001301753675448708
Breast Cancer,7,Logistic Regression,Temperature scaled,Gaussian noise,0.0,0.34245726412784555,114,0.9736842105263158,0.9875145095074574,0.013830298981141631,0.02643045758728994,0.04635390308180488,0.06915732130872165,0.001301753675448708
Breast Cancer,7,Logistic Regression,Raw,Gaussian noise,0.25,0.34245726412784555,114,0.9649122807017544,0.9575944103346863,-0.007317870367068102,0.03567889328247885,0.05461883640220013,0.0896881271365602,0.002592470517245168
Breast Cancer,7,Logistic Regression,Temperature scaled,Gaussian noise,0.25,0.34245726412784555,114,0.9649122807017544,0.9890893723199647,0.024177091618210356,0.03705774753948601,0.0625517677572702,0.13130223650317205,0.002592470517245168
Breast Cancer,7,Logistic Regression,Raw,Gaussian noise,0.5,0.34245726412784555,114,0.9824561403508771,0.9545722974932382,-0.027883842857638896,0.03528498937029797,0.051325796295679516,0.09403467703263008,0.003043563961796311
Breast Cancer,7,Logistic Regression,Temperature scaled,Gaussian noise,0.5,0.34245726412784555,114,0.9824561403508771,0.985691158394985,0.0032350180441078624,0.029765222465120835,0.04287763114994236,0.13618919856622444,0.003043563961796311
Breast Cancer,7,Logistic Regression,Raw,Gaussian noise,1.0,0.34245726412784555,114,0.9385964912280702,0.9558685363271083,0.017272045099038125,0.048849993870277206,0.10157275601679659,0.1685395927215302,0.00946268676152787
Breast Cancer,7,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.34245726412784555,114,0.9385964912280702,0.9903212727119074,0.05172478148383719,0.05941389392769384,0.10985385307509778,0.35649369365926226,0.00946268676152787
Breast Cancer,7,Logistic Regression,Raw,Gaussian noise,1.5,0.34245726412784555,114,0.8508771929824561,0.9454475735739049,0.09457038059144873,0.1297776526804223,0.24891493279486304,0.630020061529255,0.058968629253339226
Breast Cancer,7,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.34245726412784555,114,0.8508771929824561,0.9822369466749241,0.131359753692468,0.15018997445470533,0.28000759456345675,1.6720995452228506,0.058968629253339226
Breast Cancer,7,Logistic Regression,Raw,Gaussian noise,2.0,0.34245726412784555,114,0.7807017543859649,0.9363576863395909,0.15565593195362604,0.15861360583218653,0.37636710006518914,0.9203683084332686,0.09580786980522114
Breast Cancer,7,Logistic Regression,Temperature scaled,Gaussian noise,2.0,0.34245726412784555,114,0.7807017543859649,0.9803789175313293,0.19967716314536443,0.2075295911590952,0.4150299766738925,2.464367685124828,0.11769372183083861
Breast Cancer,7,Logistic Regression,Raw,Feature masking,0.0,0.34245726412784555,114,0.9736842105263158,0.9593824379278842,-0.014301772598431572,0.03652518462004277,0.038634763961457354,0.06626605261088646,0.001301753675448708
Breast Cancer,7,Logistic Regression,Temperature scaled,Feature masking,0.0,0.34245726412784555,114,0.9736842105263158,0.9875145095074574,0.013830298981141631,0.02643045758728994,0.04635390308180488,0.06915732130872165,0.001301753675448708
Breast Cancer,7,Logistic Regression,Raw,Feature masking,0.1,0.34245726412784555,114,0.9736842105263158,0.9538907260766923,-0.019793484449623477,0.028790664768503213,0.04941206538979028,0.08559710083972938,0.0022172907383016098
Breast Cancer,7,Logistic Regression,Temperature scaled,Feature masking,0.1,0.34245726412784555,114,0.9736842105263158,0.989642212816706,0.015958002290390128,0.02671295227074981,0.052574382115862024,0.10720739180383335,0.0022172907383016098
Breast Cancer,7,Logistic Regression,Raw,Feature masking,0.2,0.34245726412784555,114,0.9649122807017544,0.9462543082316978,-0.018657972470056627,0.028285400241486673,0.062285700752376084,0.1093155492642611,0.003817685762646013
Breast Cancer,7,Logistic Regression,Temperature scaled,Feature masking,0.2,0.34245726412784555,114,0.9649122807017544,0.987312308250196,0.022400027548441614,0.038915771785891035,0.06662582741049648,0.15538537188039342,0.003817685762646013
Breast Cancer,7,Logistic Regression,Raw,Feature masking,0.3,0.34245726412784555,114,0.9736842105263158,0.9339888731240338,-0.03969533740228204,0.05964040051748583,0.041309751318191916,0.08597935578554669,0.0005839712207839096
Breast Cancer,7,Logistic Regression,Temperature scaled,Feature masking,0.3,0.34245726412784555,114,0.9736842105263158,0.982202516531699,0.00851830600538317,0.0275739214359428,0.03373697723680784,0.048497202591951984,0.0005839712207839096
Breast Cancer,7,Logistic Regression,Raw,Feature masking,0.4,0.34245726412784555,114,0.9912280701754386,0.9030185681020394,-0.08820950207339917,0.08820950207339918,0.05642689561143344,0.11786745800916695,0.00035319308739380825
Breast Cancer,7,Logistic Regression,Temperature scaled,Feature masking,0.4,0.34245726412784555,114,0.9912280701754386,0.9697427502669378,-0.021485319908500777,0.022105467891525992,0.023099316801236915,0.04480057676685789,0.00035319308739380825
Breast Cancer,7,Logistic Regression,Raw,Feature masking,0.5,0.34245726412784555,114,0.9824561403508771,0.9014776109521025,-0.08097852939877459,0.08526999530980389,0.05556205132026727,0.12093367475817071,0.0007129728068042708
Breast Cancer,7,Logistic Regression,Temperature scaled,Feature masking,0.5,0.34245726412784555,114,0.9824561403508771,0.9715848522647998,-0.010871288086077291,0.02923310566265871,0.030847031835285896,0.05128954456810409,0.0007129728068042708
Breast Cancer,7,Random Forest,Raw,Gaussian noise,0.0,0.5019104579647958,114,0.9649122807017544,0.9221983709271604,-0.042713909774593994,0.062368880534827864,0.06170521748140192,0.11254420613970464,0.002369104848532831
Breast Cancer,7,Random Forest,Temperature scaled,Gaussian noise,0.0,0.5019104579647958,114,0.9649122807017544,0.960165197968278,-0.004747082733476349,0.04835405931931293,0.05357835696511629,0.08798572235189524,0.002369104848532831
Breast Cancer,7,Random Forest,Raw,Gaussian noise,0.25,0.5019104579647958,114,0.9385964912280702,0.8882941938178255,-0.05030229741024472,0.08219870509612616,0.07948149322075028,0.15229502109118873,0.0034498748802976775
