dataset,seed,model,severity,n_test,n_errors,accuracy,confidence_all,confidence_correct,confidence_error,margin_all,margin_correct,margin_error,high_confidence_error_rate,vote_agreement,vote_agreement_error,vote_entropy,vote_entropy_error,disagreement_confidence_correlation
Breast Cancer,12,Random Forest,0.0,114,5,0.956140350877193,0.9418002784739625,0.9517607980195135,0.7246609523809524,0.8836005569479254,0.9035215960390273,0.4493219047619049,0.2,0.9405964912280702,0.7368,0.2106346084157045,0.7148986169581442,-0.9901752979417826
Breast Cancer,12,Random Forest,0.25,114,3,0.9736842105263158,0.9151067947646896,0.9191589303589305,0.7651777777777777,0.830213589529379,0.8383178607178607,0.5303555555555556,0.3333333333333333,0.9105263157894736,0.7786666666666666,0.3232034433519695,0.7148830335053865,-0.9865428865806292
Breast Cancer,12,Random Forest,0.5,114,5,0.956140350877193,0.8392118629908105,0.8492599097131209,0.6201644444444444,0.6784237259816207,0.6985198194262413,0.24032888888888887,0.0,0.8332280701754385,0.6359999999999999,0.5364704944491249,0.9113148428001562,-0.9789169959282077
Breast Cancer,12,Random Forest,1.0,114,17,0.8508771929824561,0.7484087440824283,0.7716767468499428,0.6156442577030813,0.4968174881648566,0.5433534936998855,0.23128851540616252,0.0,0.746140350877193,0.6529411764705882,0.7378152322562894,0.9036405366088458,-0.9584382131833643
Breast Cancer,12,Random Forest,1.5,114,19,0.8333333333333334,0.6855528543581174,0.6957907769423559,0.6343632414369257,0.371105708716235,0.39158155388471166,0.26872648287385137,0.0,0.6892631578947368,0.6692631578947369,0.8332556776422776,0.8943822842194205,-0.9394046973940012
Breast Cancer,12,Random Forest,2.0,114,28,0.7543859649122807,0.6552446950710109,0.6759333333333333,0.5917010204081633,0.3104893901420217,0.3518666666666666,0.1834020408163266,0.0,0.665859649122807,0.6364285714285716,0.8692475481911484,0.9252900746184229,-0.9182033390915506
Breast Cancer,12,Gradient Boosting,0.0,114,2,0.9824561403508771,0.9813582746613064,0.9817085066351469,0.961745284126238,6.192400116861545,6.238350894838517,3.6191565501511556,1.0,,,,,
Breast Cancer,12,Gradient Boosting,0.25,114,4,0.9649122807017544,0.9709947248787557,0.9824558718588711,0.6558131829255858,5.756238568677071,5.928160626668218,1.0283819739205906,0.25,,,,,
Breast Cancer,12,Gradient Boosting,0.5,114,7,0.9385964912280702,0.9394370737167279,0.9533289360625175,0.7270900350025169,4.5792112718899975,4.805882027218806,1.11438686900678,0.14285714285714285,,,,,
Breast Cancer,12,Gradient Boosting,1.0,114,20,0.8245614035087719,0.913255990560777,0.9317271793220154,0.8264414033829566,3.597172147285157,3.9392363065815585,1.9894705985920667,0.35,,,,,
Breast Cancer,12,Gradient Boosting,1.5,114,24,0.7894736842105263,0.8564975066652332,0.8773456282988251,0.7783170505392637,2.7264992199927254,3.026671184010059,1.6008543549277234,0.25,,,,,
Breast Cancer,12,Gradient Boosting,2.0,114,28,0.7543859649122807,0.8627473365348497,0.8952874045305262,0.7628028419767008,2.677534073523338,2.9744433045336076,1.7655985782775112,0.32142857142857145,,,,,
Breast Cancer,13,Logistic Regression,0.0,114,3,0.9736842105263158,0.9665333203062553,0.9700355831496187,0.8369495951018093,7.634958928834455,7.7480508931523495,3.450556249072354,0.6666666666666666,,,,,
Breast Cancer,13,Logistic Regression,0.25,114,4,0.9649122807017544,0.9619300171429722,0.9675286367323719,0.8079679784344805,7.648142206437592,7.83179462115167,2.597700801800427,0.25,,,,,
Breast Cancer,13,Logistic Regression,0.5,114,6,0.9473684210526315,0.9724773514076624,0.9788716910054583,0.8573792386473368,8.000675433016433,8.2685619787283,3.178717610202831,0.6666666666666666,,,,,
Breast Cancer,13,Logistic Regression,1.0,114,11,0.9035087719298246,0.943618500659043,0.962302347764856,0.7686697504864305,7.875056648442975,8.496253484450888,2.058395365823424,0.2727272727272727,,,,,
Breast Cancer,13,Logistic Regression,1.5,114,21,0.8157894736842105,0.9558655499661863,0.9651752900834051,0.9146367008756464,9.013109326461864,10.026733605124674,4.524201806669431,0.7142857142857143,,,,,
Breast Cancer,13,Logistic Regression,2.0,114,24,0.7894736842105263,0.9554290667106757,0.9796759814454488,0.8645031364552763,9.71809400044943,11.31958727917411,3.712494205231876,0.5416666666666666,,,,,
Breast Cancer,13,Random Forest,0.0,114,10,0.9122807017543859,0.9206115288220552,0.9394375457875459,0.7248209523809523,0.8412230576441102,0.8788750915750916,0.4496419047619048,0.2,0.9189122807017545,0.7284,0.2782650331606031,0.7515216464192976,-0.9893091652371849
Breast Cancer,13,Random Forest,0.25,114,11,0.9035087719298246,0.8996533834586466,0.9224022191400836,0.6866415584415585,0.7993067669172932,0.8448044382801664,0.3732831168831169,0.0,0.8965964912280702,0.6836363636363637,0.36191812739343115,0.858023366989439,-0.9868874154364325
Breast Cancer,13,Random Forest,0.5,114,10,0.9122807017543859,0.8551182957393484,0.8737227106227107,0.661632380952381,0.7102365914786968,0.7474454212454211,0.32326476190476194,0.1,0.8523508771929825,0.688,0.48667245856816604,0.8317859041101201,-0.9831562175665336
Breast Cancer,13,Random Forest,1.0,114,20,0.8245614035087719,0.7300101921470343,0.7548898682877407,0.6130757142857143,0.4600203842940685,0.5097797365754814,0.2261514285714285,0.0,0.727438596491228,0.6348,0.7644796261956289,0.924582636981976,-0.9606253098742937
Breast Cancer,13,Random Forest,1.5,114,23,0.7982456140350878,0.6760646616541353,0.7018903192046049,0.5738848861283643,0.3521293233082706,0.40378063840920986,0.14776977225672866,0.0,0.6876491228070174,0.6260869565217391,0.836865333339521,0.9424330052558486,-0.9392938775467596
Breast Cancer,13,Random Forest,2.0,114,37,0.6754385964912281,0.6689386800334167,0.7079721706864566,0.587706821106821,0.3378773600668338,0.41594434137291286,0.17541364221364217,0.0,0.6831929824561404,0.629945945945946,0.8484552606774053,0.9300554133609691,-0.933472318484832
Breast Cancer,13,Gradient Boosting,0.0,114,10,0.9122807017543859,0.9688894085237152,0.9876881276052404,0.7733827300758526,5.837724342365016,6.203585503085507,2.0327682708719053,0.4,,,,,
Breast Cancer,13,Gradient Boosting,0.25,114,7,0.9385964912280702,0.979124260778768,0.9832533336435438,0.9160084327029102,5.662645495501032,5.856059209758513,2.7061787204223786,0.5714285714285714,,,,,
Breast Cancer,13,Gradient Boosting,0.5,114,11,0.9035087719298246,0.9636208393903167,0.9759052671759036,0.8485939246707285,5.271076580142954,5.566711995771739,2.5028540519825175,0.5454545454545454,,,,,
Breast Cancer,13,Gradient Boosting,1.0,114,27,0.7631578947368421,0.916843753121762,0.9380032871331656,0.8486630324183503,3.781689820677175,4.235169667312178,2.320476981519942,0.4074074074074074,,,,,
Breast Cancer,13,Gradient Boosting,1.5,114,38,0.6666666666666666,0.8923490023346383,0.9303226459939936,0.816401715015928,3.122610482228629,3.6215196444322744,2.124792157821339,0.34210526315789475,,,,,
Breast Cancer,13,Gradient Boosting,2.0,114,34,0.7017543859649122,0.8870409371992045,0.9051074261430623,0.8445315514489511,3.1237501978274502,3.548250226801821,2.124926600240698,0.4411764705882353,,,,,
Breast Cancer,14,Logistic Regression,0.0,114,4,0.9649122807017544,0.9641970346145775,0.973567235343524,0.706516514568552,7.670280836967625,7.909438258175384,1.0934517537542843,0.25,,,,,
Breast Cancer,14,Logistic Regression,0.25,114,3,0.9736842105263158,0.9672825529441595,0.9719329321695241,0.7952185216056732,7.79946988115688,7.962969409129078,1.7499873461855273,0.6666666666666666,,,,,
Breast Cancer,14,Logistic Regression,0.5,114,5,0.956140350877193,0.9666328465008159,0.9791037985057531,0.6947660927931849,7.761477777356724,8.07235802196168,0.984288444968727,0.2,,,,,
Breast Cancer,14,Logistic Regression,1.0,114,10,0.9122807017543859,0.9571803815412201,0.967853085229915,0.8461842631787941,8.133194304595674,8.664012099550815,2.612689237062227,0.5,,,,,
Breast Cancer,14,Logistic Regression,1.5,114,18,0.8421052631578947,0.9617753894117054,0.968705425492406,0.9248151969813032,8.919176932486973,9.711006385704444,4.696086515327126,0.7222222222222222,,,,,
Breast Cancer,14,Logistic Regression,2.0,114,24,0.7894736842105263,0.9523606519418479,0.9686606820770376,0.8912355389348864,9.559482645004675,10.706596012907056,5.25780751537073,0.7083333333333334,,,,,
Breast Cancer,14,Random Forest,0.0,114,5,0.956140350877193,0.945637134502924,0.9572225425950196,0.6930752380952381,0.8912742690058478,0.9144450851900392,0.38615047619047627,0.2,0.9427368421052631,0.6936000000000001,0.21950164933774957,0.7670943860331854,-0.9865092743177184
Breast Cancer,14,Random Forest,0.25,114,4,0.9649122807017544,0.9240468810916179,0.9329711255411256,0.6786301587301589,0.8480937621832357,0.865942251082251,0.3572603174603175,0.25,0.9187368421052632,0.693,0.3115477792269505,0.8129255354762382,-0.9817529276579247
Breast Cancer,14,Random Forest,0.5,114,2,0.9824561403508771,0.8513217348927875,0.8536149801587303,0.7229,0.702643469785575,0.7072299603174602,0.4458,0.0,0.8394035087719298,0.692,0.5384034174367889,0.8899845844055359,-0.976713952893891
Breast Cancer,14,Random Forest,1.0,114,14,0.8771929824561403,0.7437010025062657,0.7659713809523813,0.5846268707482994,0.4874020050125313,0.531942761904762,0.1692537414965987,0.0,0.7380350877192984,0.621142857142857,0.7533212704460693,0.9514677115459659,-0.9494301965412985
Breast Cancer,14,Random Forest,1.5,114,13,0.8859649122807017,0.6883421052631578,0.7008837498035518,0.5909031746031747,0.37668421052631573,0.40176749960710345,0.18180634920634922,0.0,0.6798245614035088,0.6129230769230769,0.8350703090706973,0.9506853956361583,-0.9409820201788253
Breast Cancer,14,Random Forest,2.0,114,21,0.8157894736842105,0.6749657337788918,0.688230943847073,0.6162198034769462,0.3499314675577833,0.37646188769414585,0.23243960695389268,0.0,0.6741754385964913,0.6481904761904762,0.8608170637404222,0.896442952654918,-0.9017452191102983
Breast Cancer,14,Gradient Boosting,0.0,114,4,0.9649122807017544,0.9744563357533091,0.9811955799336576,0.7891271207937272,5.898999601510539,6.021497368053019,2.5303110215923024,0.5,,,,,
Breast Cancer,14,Gradient Boosting,0.25,114,4,0.9649122807017544,0.9787690819245427,0.9826500098048397,0.8720435652163746,5.640682962896124,5.757249905140318,2.4350920511807743,0.5,,,,,
Breast Cancer,14,Gradient Boosting,0.5,114,4,0.9649122807017544,0.9557676387011638,0.9605847026539152,0.8232983800004967,4.70957164773117,4.814297530038755,1.8296098842725885,0.5,,,,,
Breast Cancer,14,Gradient Boosting,1.0,114,17,0.8508771929824561,0.8863246253881071,0.9099085658155476,0.751757435890358,3.323634399465566,3.622638816484148,1.6175503729477787,0.29411764705882354,,,,,
Breast Cancer,14,Gradient Boosting,1.5,114,26,0.7719298245614035,0.865016220281171,0.8909092979340305,0.7773781113022615,2.78543653781942,3.0944017485932975,1.739708132123218,0.3076923076923077,,,,,
Breast Cancer,14,Gradient Boosting,2.0,114,28,0.7543859649122807,0.8742463910889425,0.9025234048201979,0.7873955632000863,2.822198648703867,3.132399144841149,1.8694399819965029,0.2857142857142857,,,,,
Breast Cancer,15,Logistic Regression,0.0,114,0,1.0,0.9640498961240612,0.9640498961240612,,7.410765204208612,7.410765204208612,,,,,,,
Breast Cancer,15,Logistic Regression,0.25,114,1,0.9912280701754386,0.9601025326832279,0.964028453790811,0.5164734475263356,7.4791250330573575,7.544728638233356,0.06591764816945178,0.0,,,,,
Breast Cancer,15,Logistic Regression,0.5,114,8,0.9298245614035088,0.958378598378986,0.9796274619866201,0.6768311555778304,7.397593685081319,7.897230124305768,0.7774108653573604,0.0,,,,,
Breast Cancer,15,Logistic Regression,1.0,114,7,0.9385964912280702,0.9518116310781146,0.9650546952636041,0.7493819356713504,7.949976392856089,8.364844957951751,1.608414040679539,0.2857142857142857,,,,,
Breast Cancer,15,Logistic Regression,1.5,114,15,0.868421052631579,0.9486167948919274,0.9736798218177325,0.7832008171816136,8.564791495603805,9.473699582728365,2.5659981205817086,0.4,,,,,
Breast Cancer,15,Logistic Regression,2.0,114,20,0.8245614035087719,0.949986982951785,0.9584911184932758,0.9100175459067783,8.724116201663918,9.62913983684159,4.470505116328861,0.7,,,,,
Breast Cancer,15,Random Forest,0.0,114,2,0.9824561403508771,0.9281785575048732,0.9320216553287982,0.7129650793650795,0.8563571150097465,0.8640433106575963,0.4259301587301588,0.0,0.9264561403508772,0.692,0.2659892899845475,0.8304177033025031,-0.9859680050683086
Breast Cancer,15,Random Forest,0.25,114,2,0.9824561403508771,0.8887303118908382,0.8918850198412697,0.7120666666666666,0.7774606237816764,0.7837700396825397,0.42413333333333325,0.0,0.8855438596491226,0.726,0.3846631653797227,0.8248485742700846,-0.9855011008299486
Breast Cancer,15,Random Forest,0.5,114,5,0.956140350877193,0.8396303675856306,0.8483268239405855,0.650047619047619,0.6792607351712616,0.6966536478811709,0.3000952380952381,0.0,0.8350175438596491,0.6768,0.5427091333353792,0.9001155110712797,-0.9723595482231099
Breast Cancer,15,Random Forest,1.0,114,8,0.9298245614035088,0.7311331662489556,0.7412131775980833,0.5975730158730159,0.46226633249791144,0.4824263551961665,0.19514603174603176,0.0,0.7216140350877194,0.614,0.7860576701200159,0.9421901814863138,-0.9456730517585479
Breast Cancer,15,Random Forest,1.5,114,17,0.8508771929824561,0.6891723475355055,0.7079942889870725,0.5817765639589171,0.3783446950710109,0.41598857797414496,0.16355312791783383,0.0,0.6857543859649123,0.6174117647058823,0.8450478539564715,0.9458489243678363,-0.925606820398362
Breast Cancer,15,Random Forest,2.0,114,18,0.8421052631578947,0.64657798663325,0.6633205687830688,0.5572842151675486,0.2931559732664996,0.3266411375661376,0.11456843033509702,0.0,0.6494035087719299,0.6013333333333333,0.8922934136660143,0.9637304911130798,-0.8845359131404442
Breast Cancer,15,Gradient Boosting,0.0,114,2,0.9824561403508771,0.96644617189497,0.9700825744563772,0.7628076284561575,5.577511458239037,5.6471912085333065,1.6754454417600055,0.5,,,,,
Breast Cancer,15,Gradient Boosting,0.25,114,3,0.9736842105263158,0.9638793121610937,0.9702394828257107,0.7285529975702714,5.2326054922241445,5.346589388362379,1.0152013351094384,0.0,,,,,
Breast Cancer,15,Gradient Boosting,0.5,114,7,0.9385964912280702,0.9394294737597536,0.9503750221862179,0.772118947812369,4.449088893341389,4.647511337281171,1.4160601074047219,0.2857142857142857,,,,,
Breast Cancer,15,Gradient Boosting,1.0,114,12,0.8947368421052632,0.9115402323955053,0.9375019819377093,0.6908653612867718,3.4490642539150453,3.7300871459365528,1.0603696717322315,0.08333333333333333,,,,,
Breast Cancer,15,Gradient Boosting,1.5,114,25,0.7807017543859649,0.8667388638342479,0.8990320038011507,0.7517752855520736,2.831237463317958,3.197777903800871,1.526353495198791,0.24,,,,,
Breast Cancer,15,Gradient Boosting,2.0,114,26,0.7719298245614035,0.8364145287507264,0.8574338052260967,0.7652723622187039,2.3556492522965127,2.614676390155138,1.4789420164673184,0.19230769230769232,,,,,
Breast Cancer,16,Logistic Regression,0.0,114,2,0.9824561403508771,0.9710050189741068,0.9788279451463472,0.5329211533286464,8.010090447945569,8.150772817738927,0.1318777395175312,0.0,,,,,
Breast Cancer,16,Logistic Regression,0.25,114,3,0.9736842105263158,0.9671396876934799,0.9753526113510087,0.6632615123649143,7.96926817231871,8.164545728710072,0.7439985858382817,0.0,,,,,
Breast Cancer,16,Logistic Regression,0.5,114,6,0.9473684210526315,0.959921586862744,0.9776218982636266,0.6413159816468583,7.994864077434901,8.395650042610997,0.7807167042651696,0.16666666666666666,,,,,
Breast Cancer,16,Logistic Regression,1.0,114,14,0.8771929824561403,0.9225092835036341,0.9500107999331989,0.7260698804353144,7.820687552952802,8.744660512867917,1.2208806964162693,0.21428571428571427,,,,,
Breast Cancer,16,Logistic Regression,1.5,114,20,0.8245614035087719,0.9418656947295418,0.9579043272861073,0.8664841217136828,7.838959356422002,8.882315392064069,2.9351859889042844,0.5,,,,,
Breast Cancer,16,Logistic Regression,2.0,114,29,0.7456140350877193,0.9507292271605339,0.9707357742831222,0.8920893476632928,9.608190248134306,11.302480993238872,4.6421656504140225,0.6206896551724138,,,,,
Breast Cancer,16,Random Forest,0.0,114,5,0.956140350877193,0.9398664578111946,0.9558109654871121,0.5922761904761904,0.8797329156223892,0.9116219309742244,0.18455238095238088,0.0,0.9383157894736841,0.5680000000000001,0.21686179021049873,0.9765335120916898,-0.9883037001575103
Breast Cancer,16,Random Forest,0.25,114,6,0.9473684210526315,0.9185301726538568,0.9332287624926514,0.6539555555555555,0.8370603453077138,0.8664575249853028,0.3079111111111111,0.0,0.9176140350877193,0.6573333333333333,0.31398672699773966,0.9190619937363723,-0.9798173788783721
Breast Cancer,16,Random Forest,0.5,114,5,0.956140350877193,0.8461488721804511,0.8583167321974662,0.5808895238095239,0.6922977443609023,0.7166334643949321,0.16177904761904763,0.0,0.8412982456140351,0.5936,0.5174916350711344,0.9684502187793592,-0.9749545008408097
Breast Cancer,16,Random Forest,1.0,114,14,0.8771929824561403,0.7413923558897242,0.7691717936507935,0.5429678004535148,0.48278471177944854,0.5383435873015873,0.08593560090702948,0.0,0.7358596491228071,0.5774285714285714,0.7370824159608984,0.9778972022970264,-0.9576422392848217
Breast Cancer,16,Random Forest,1.5,114,18,0.8421052631578947,0.6668115566694512,0.6845462136243387,0.5722267195767196,0.3336231133389029,0.36909242724867725,0.14445343915343917,0.0,0.6687368421052631,0.6164444444444445,0.8573648447190864,0.949465360917933,-0.915916659608755
Breast Cancer,16,Random Forest,2.0,114,30,0.7368421052631579,0.6700213589529379,0.6971890400604687,0.593951851851852,0.3400427179058758,0.3943780801209374,0.18790370370370374,0.0,0.6731228070175439,0.6272000000000001,0.8582652381076523,0.9344476358507291,-0.9090235364709492
Breast Cancer,16,Gradient Boosting,0.0,114,4,0.9649122807017544,0.9814500584772394,0.9889409558746796,0.7754503800476399,6.091065470403136,6.2564409645907855,1.5432393802427589,0.25,,,,,
Breast Cancer,16,Gradient Boosting,0.25,114,3,0.9736842105263158,0.9652183304641837,0.9674292543072405,0.883414148271088,5.660657482720523,5.753648209864775,2.220000578383221,0.3333333333333333,,,,,
Breast Cancer,16,Gradient Boosting,0.5,114,4,0.9649122807017544,0.940931786693521,0.9538588288040578,0.585438128653751,4.664971216239534,4.821214425871083,0.36828295137195177,0.0,,,,,
Breast Cancer,16,Gradient Boosting,1.0,114,16,0.8596491228070176,0.9007850602095876,0.932186006119518,0.7084542665112645,3.607742268325044,4.0172883981469365,1.0992722231659493,0.125,,,,,
Breast Cancer,16,Gradient Boosting,1.5,114,25,0.7807017543859649,0.8632721793179821,0.9048645060748502,0.7152034960635316,2.6376413833788908,3.079902415338088,1.0631921096041483,0.12,,,,,
Breast Cancer,16,Gradient Boosting,2.0,114,31,0.7280701754385965,0.860891111713329,0.8921623759911833,0.7771648234855256,2.806632457855984,3.2086343629645926,1.7303047764361608,0.3548387096774194,,,,,
Breast Cancer,17,Logistic Regression,0.0,114,2,0.9824561403508771,0.967682172203984,0.9683229385220422,0.9317992583927253,7.242559297589921,7.308282693879696,3.5620491053625383,0.5,,,,,
Breast Cancer,17,Logistic Regression,0.25,114,4,0.9649122807017544,0.9624752238660119,0.9693923954227956,0.7722530060544617,7.198009218035459,7.400636067911536,1.625770846443295,0.25,,,,,
Breast Cancer,17,Logistic Regression,0.5,114,7,0.9385964912280702,0.9554073228288632,0.9687608031491607,0.7512898379328891,7.231640183495924,7.616287740837581,1.3520275212734227,0.14285714285714285,,,,,
Breast Cancer,17,Logistic Regression,1.0,114,12,0.8947368421052632,0.9643912431943003,0.9798453187824423,0.8330316006950916,7.601379800359891,8.238034835800748,2.189811999112606,0.5833333333333334,,,,,
Breast Cancer,17,Logistic Regression,1.5,114,14,0.8771929824561403,0.9545721646030187,0.9668725667211565,0.8667121494734639,8.257722018764865,8.899447983951568,3.6739651245741194,0.6428571428571429,,,,,
Breast Cancer,17,Logistic Regression,2.0,114,15,0.868421052631579,0.9594663192759851,0.9633940704346775,0.9335431616286155,9.356800101624959,10.073877653331373,4.624088260362616,0.7333333333333333,,,,,
Breast Cancer,17,Random Forest,0.0,114,4,0.9649122807017544,0.9260599832915621,0.935657316017316,0.6621333333333334,0.8521199665831245,0.871314632034632,0.3242666666666668,0.25,0.9248070175438596,0.651,0.2631743746055138,0.8763405099915332,-0.9880007720477831
Breast Cancer,17,Random Forest,0.25,114,6,0.9473684210526315,0.8983998607630186,0.9118460611405056,0.656368253968254,0.7967997215260374,0.8236921222810112,0.3127365079365079,0.0,0.8939298245614036,0.6526666666666667,0.3734971612630258,0.9012382755296757,-0.98578946435569
Breast Cancer,17,Random Forest,0.5,114,6,0.9473684210526315,0.8337029100529102,0.843083935920047,0.6648444444444445,0.6674058201058201,0.686167871840094,0.3296888888888889,0.16666666666666666,0.8245263157894738,0.668,0.5567560509641531,0.8863791847233885,-0.9752570127718795
Breast Cancer,17,Random Forest,1.0,114,15,0.868421052631579,0.7357465329991646,0.7586753727753728,0.5844161904761904,0.47149306599832913,0.5173507455507456,0.1688323809523809,0.0,0.7225263157894737,0.5933333333333333,0.7709756424353993,0.9659032406552372,-0.9532900898314949
Breast Cancer,17,Random Forest,1.5,114,24,0.7894736842105263,0.6862820245057089,0.7116897001763669,0.5910032407407407,0.37256404901141743,0.4233794003527337,0.18200648148148146,0.0,0.6875789473684211,0.6313333333333333,0.844152352920264,0.9398061011016831,-0.9087585417058816
Breast Cancer,17,Random Forest,2.0,114,13,0.8859649122807017,0.6500392926761347,0.662360977526324,0.5543092796092797,0.3000785853522696,0.32472195505264817,0.10861855921855927,0.0,0.6433333333333333,0.5726153846153846,0.8945745503255004,0.9792202873946898,-0.8988021718010865
Breast Cancer,17,Gradient Boosting,0.0,114,4,0.9649122807017544,0.9710253887137736,0.9808190127084263,0.7017007288608246,6.208297048730574,6.352117718383591,2.25322863327266,0.25,,,,,
Breast Cancer,17,Gradient Boosting,0.25,114,5,0.956140350877193,0.9660371316205206,0.9776358911887655,0.7131841730327807,5.8597767693174765,6.045539282274927,1.8101539868450771,0.2,,,,,
Breast Cancer,17,Gradient Boosting,0.5,114,8,0.9298245614035088,0.9495395649766528,0.9614822748144982,0.7912986596251997,4.932878424733794,5.111168638756596,2.570533088931663,0.375,,,,,
Breast Cancer,17,Gradient Boosting,1.0,114,17,0.8508771929824561,0.899169539606613,0.9178631055003714,0.7925062518598758,3.535527914895286,3.859671223737911,1.6860043291461881,0.17647058823529413,,,,,
Breast Cancer,17,Gradient Boosting,1.5,114,23,0.7982456140350878,0.895077779351152,0.9173922956804045,0.8067899103962838,3.0809760309546013,3.3726399408280345,1.9270014310205854,0.34782608695652173,,,,,
Breast Cancer,17,Gradient Boosting,2.0,114,21,0.8157894736842105,0.8712933377391419,0.8925594223110235,0.7771149632065226,2.7374487681129267,3.025195598406466,1.4631413768129697,0.14285714285714285,,,,,
Breast Cancer,18,Logistic Regression,0.0,114,4,0.9649122807017544,0.9724131927311329,0.9770440740974816,0.8450639551565482,8.158225617648336,8.351840680051415,2.83381140156368,0.5,,,,,
Breast Cancer,18,Logistic Regression,0.25,114,4,0.9649122807017544,0.9697176152686857,0.9746169065897516,0.834987103939373,8.256544569700953,8.470743117513843,2.3660845048465418,0.25,,,,,
Breast Cancer,18,Logistic Regression,0.5,114,8,0.9298245614035088,0.958830042427357,0.9760691601993818,0.7304117319480283,8.310546145588908,8.815893153846329,1.614698286178115,0.25,,,,,
Breast Cancer,18,Logistic Regression,1.0,114,12,0.8947368421052632,0.9559961702660437,0.9666172098339257,0.8657173339390449,8.432716371275859,9.121624002729055,2.5770015039236767,0.3333333333333333,,,,,
Breast Cancer,18,Logistic Regression,1.5,114,16,0.8596491228070176,0.934619471545325,0.9535813240486872,0.8184781249622313,8.634871116702188,9.681384575576068,2.2249761810996693,0.375,,,,,
Breast Cancer,18,Logistic Regression,2.0,114,28,0.7543859649122807,0.9395885286822353,0.9669622644449843,0.8555120545537911,9.473619383913094,11.02206337872809,4.717684256981319,0.5714285714285714,,,,,
Breast Cancer,18,Random Forest,0.0,114,8,0.9298245614035088,0.9381776246170982,0.9507730757711889,0.7712878968253969,0.8763552492341965,0.9015461515423779,0.5425757936507937,0.25,0.9359649122807018,0.765,0.23149458084874733,0.7033808109816204,-0.9865251996821242
Breast Cancer,18,Random Forest,0.25,114,9,0.9210526315789473,0.9132481063770538,0.9307153136810279,0.7094640211640212,0.8264962127541075,0.861430627362056,0.41892804232804237,0.2222222222222222,0.9111228070175439,0.7155555555555556,0.3198249654906462,0.7953596340739524,-0.9881739207705663
Breast Cancer,18,Random Forest,0.5,114,6,0.9473684210526315,0.8679705653021442,0.8761092739564963,0.7214738095238097,0.7359411306042885,0.7522185479129923,0.4429476190476191,0.16666666666666666,0.8595087719298246,0.7120000000000001,0.4721455228832886,0.8007610502597835,-0.9804828746232948
Breast Cancer,18,Random Forest,1.0,114,12,0.8947368421052632,0.7545059454191034,0.7667845471521944,0.6501378306878308,0.5090118908382066,0.5335690943043885,0.30027566137566136,0.0,0.7453333333333333,0.6633333333333332,0.7321389683757371,0.8875979131573578,-0.9683134564136728
Breast Cancer,18,Random Forest,1.5,114,13,0.8859649122807017,0.6852038150932886,0.6988262769134057,0.5793677655677656,0.3704076301865776,0.3976525538268113,0.15873553113553107,0.0,0.6783859649122806,0.5981538461538461,0.846673794999963,0.9628474437592591,-0.9402360561714341
Breast Cancer,18,Random Forest,2.0,114,34,0.7017543859649122,0.6708518796992482,0.6950626984126984,0.6138852474323061,0.34170375939849623,0.3901253968253969,0.22777049486461254,0.0,0.675298245614035,0.6421176470588236,0.8612035654940331,0.9269608140359233,-0.9181195375916246
Breast Cancer,18,Gradient Boosting,0.0,114,5,0.956140350877193,0.976328153729678,0.97922473005409,0.9131827898574978,6.2438314626064795,6.342232408335949,4.098690845703992,0.6,,,,,
Breast Cancer,18,Gradient Boosting,0.25,114,7,0.9385964912280702,0.9631033204481814,0.9718736693541157,0.8290422728860429,5.895920683996961,6.091522655180517,2.906004838762596,0.5714285714285714,,,,,
Breast Cancer,18,Gradient Boosting,0.5,114,7,0.9385964912280702,0.9641087875307988,0.9700485716837214,0.8733149440504102,5.2207831158472935,5.3784371995184586,2.8109278368737636,0.7142857142857143,,,,,
Breast Cancer,18,Gradient Boosting,1.0,114,16,0.8596491228070176,0.904461291754283,0.925817460729105,0.7736547567834979,3.693160607040164,4.03254921638786,1.6144053747855243,0.3125,,,,,
Breast Cancer,18,Gradient Boosting,1.5,114,18,0.8421052631578947,0.8706765499291691,0.9006706491358035,0.710708020827119,2.872528908528701,3.209683539638784,1.0743708759415946,0.16666666666666666,,,,,
Breast Cancer,18,Gradient Boosting,2.0,114,32,0.7192982456140351,0.8408513022401555,0.8690410001499421,0.7686152013463273,2.6075627436721653,2.974273692071269,1.6678659383994616,0.25,,,,,
Breast Cancer,19,Logistic Regression,0.0,114,3,0.9736842105263158,0.964199223168718,0.9713302311361595,0.7003519283733738,7.271511546978416,7.437561927483778,1.1276474682800162,0.3333333333333333,,,,,
Breast Cancer,19,Logistic Regression,0.25,114,4,0.9649122807017544,0.9608785961265892,0.9678211144388857,0.7699593425384325,7.319585520018057,7.536531060367824,1.3535831603994755,0.25,,,,,
Breast Cancer,19,Logistic Regression,0.5,114,4,0.9649122807017544,0.9686675068766459,0.9748599676898696,0.7983748345129945,7.311663035317531,7.5116344665057,1.8124486776428885,0.5,,,,,
Breast Cancer,19,Logistic Regression,1.0,114,9,0.9210526315789473,0.9585842314680696,0.9762705530888742,0.7522438125586824,7.589613121755725,8.130420289813033,1.280196161087118,0.2222222222222222,,,,,
Breast Cancer,19,Logistic Regression,1.5,114,14,0.8771929824561403,0.9533444494418243,0.9684328703317516,0.845570014513772,8.111105871810059,8.853538190101807,2.8080178840118566,0.5,,,,,
