dataset,seed,model,calibration,shift,severity,temperature,n_test,coverage,risk
Wine,13,Random Forest,Temperature scaled,Feature masking,0.0,0.04978739693593363,36,1.0,0.05555555555555555
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.7000000000000001,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.8,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,0.9,0.0
Wine,13,Random Forest,Raw,Feature masking,0.1,0.04978739693593363,36,1.0,0.05555555555555555
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.7000000000000001,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.8,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,0.9,0.030303030303030304
Wine,13,Random Forest,Temperature scaled,Feature masking,0.1,0.04978739693593363,36,1.0,0.05555555555555555
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.7000000000000001,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.8,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,0.9,0.0
Wine,13,Random Forest,Raw,Feature masking,0.2,0.04978739693593363,36,1.0,0.027777777777777776
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.7000000000000001,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.8,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,0.9,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.2,0.04978739693593363,36,1.0,0.027777777777777776
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.6,0.045454545454545456
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.7000000000000001,0.07692307692307693
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.8,0.06896551724137931
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,0.9,0.09090909090909091
Wine,13,Random Forest,Raw,Feature masking,0.3,0.04978739693593363,36,1.0,0.08333333333333333
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.6,0.045454545454545456
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.7000000000000001,0.038461538461538464
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.8,0.06896551724137931
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,0.9,0.06060606060606061
Wine,13,Random Forest,Temperature scaled,Feature masking,0.3,0.04978739693593363,36,1.0,0.08333333333333333
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.7000000000000001,0.038461538461538464
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.8,0.06896551724137931
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,0.9,0.06060606060606061
Wine,13,Random Forest,Raw,Feature masking,0.4,0.04978739693593363,36,1.0,0.08333333333333333
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.7000000000000001,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.8,0.034482758620689655
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,0.9,0.06060606060606061
Wine,13,Random Forest,Temperature scaled,Feature masking,0.4,0.04978739693593363,36,1.0,0.08333333333333333
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.6,0.045454545454545456
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.7000000000000001,0.07692307692307693
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.8,0.06896551724137931
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,0.9,0.09090909090909091
Wine,13,Random Forest,Raw,Feature masking,0.5,0.04978739693593363,36,1.0,0.08333333333333333
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.1,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.2,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.30000000000000004,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.4,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.5,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.6,0.0
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.7000000000000001,0.038461538461538464
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.8,0.06896551724137931
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,0.9,0.09090909090909091
Wine,13,Random Forest,Temperature scaled,Feature masking,0.5,0.04978739693593363,36,1.0,0.08333333333333333
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.5,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.6,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.7000000000000001,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.8,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.0,0.049787319112772135,36,1.0,0.027777777777777776
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.2,0.125
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.30000000000000004,0.09090909090909091
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.4,0.06666666666666667
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.5,0.05555555555555555
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.6,0.045454545454545456
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.7000000000000001,0.038461538461538464
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.8,0.034482758620689655
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.0,0.049787319112772135,36,1.0,0.027777777777777776
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.5,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.6,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.7000000000000001,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.8,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,0.9,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.25,0.049787319112772135,36,1.0,0.08333333333333333
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.5,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.6,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.7000000000000001,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.8,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.25,0.049787319112772135,36,1.0,0.08333333333333333
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.5,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.6,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.7000000000000001,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.8,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Raw,Gaussian noise,0.5,0.049787319112772135,36,1.0,0.05555555555555555
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.5,0.05555555555555555
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.6,0.045454545454545456
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.7000000000000001,0.038461538461538464
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.8,0.034482758620689655
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,0.5,0.049787319112772135,36,1.0,0.05555555555555555
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.4,0.06666666666666667
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.5,0.1111111111111111
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.6,0.09090909090909091
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.7000000000000001,0.15384615384615385
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.8,0.1724137931034483
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,0.9,0.21212121212121213
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.0,0.049787319112772135,36,1.0,0.25
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.1,0.5
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.2,0.375
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.30000000000000004,0.36363636363636365
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.4,0.26666666666666666
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.5,0.2777777777777778
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.6,0.22727272727272727
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.7000000000000001,0.19230769230769232
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.8,0.1724137931034483
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,0.9,0.21212121212121213
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.0,0.049787319112772135,36,1.0,0.25
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.1,0.25
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.2,0.125
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.30000000000000004,0.18181818181818182
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.4,0.2
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.5,0.2777777777777778
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.6,0.3181818181818182
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.7000000000000001,0.34615384615384615
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.8,0.41379310344827586
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,0.9,0.48484848484848486
Wine,13,Gradient Boosting,Raw,Gaussian noise,1.5,0.049787319112772135,36,1.0,0.4722222222222222
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.1,0.5
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.2,0.625
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.30000000000000004,0.6363636363636364
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.4,0.5333333333333333
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.5,0.5
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.6,0.45454545454545453
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.7000000000000001,0.38461538461538464
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.8,0.41379310344827586
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,0.9,0.48484848484848486
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,1.5,0.049787319112772135,36,1.0,0.4722222222222222
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.1,0.25
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.2,0.25
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.30000000000000004,0.18181818181818182
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.4,0.2
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.5,0.2222222222222222
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.6,0.22727272727272727
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.7000000000000001,0.2692307692307692
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.8,0.3103448275862069
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,0.9,0.3333333333333333
Wine,13,Gradient Boosting,Raw,Gaussian noise,2.0,0.049787319112772135,36,1.0,0.3333333333333333
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.1,0.25
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.2,0.375
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.30000000000000004,0.45454545454545453
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.4,0.3333333333333333
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.5,0.3333333333333333
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.6,0.3181818181818182
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.7000000000000001,0.2692307692307692
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.8,0.27586206896551724
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,0.9,0.3333333333333333
Wine,13,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,0.049787319112772135,36,1.0,0.3333333333333333
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.5,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.6,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.7000000000000001,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.8,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Raw,Feature masking,0.0,0.049787319112772135,36,1.0,0.027777777777777776
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.2,0.125
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.30000000000000004,0.09090909090909091
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.4,0.06666666666666667
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.5,0.05555555555555555
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.6,0.045454545454545456
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.7000000000000001,0.038461538461538464
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.8,0.034482758620689655
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.0,0.049787319112772135,36,1.0,0.027777777777777776
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.2,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.30000000000000004,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.4,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.5,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.6,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.7000000000000001,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.8,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,0.9,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.1,0.049787319112772135,36,1.0,0.05555555555555555
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.2,0.125
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.30000000000000004,0.09090909090909091
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.4,0.06666666666666667
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.5,0.05555555555555555
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.6,0.045454545454545456
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.7000000000000001,0.038461538461538464
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.8,0.034482758620689655
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,0.9,0.030303030303030304
Wine,13,Gradient Boosting,Temperature scaled,Feature masking,0.1,0.049787319112772135,36,1.0,0.05555555555555555
Wine,13,Gradient Boosting,Raw,Feature masking,0.2,0.049787319112772135,36,0.1,0.0
Wine,13,Gradient Boosting,Raw,Feature masking,0.2,0.049787319112772135,36,0.2,0.0
