dataset,seed,model,calibration,shift,severity,temperature,n_test,coverage,risk
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,0.5,0.05263157894736842
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,0.6,0.07246376811594203
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,0.7000000000000001,0.0625
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,0.8,0.09782608695652174
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,0.9,0.11650485436893204
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,1.5,1.5520771152434885,114,1.0,0.14035087719298245
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.5,0.05263157894736842
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.6,0.07246376811594203
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.7000000000000001,0.0625
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.8,0.09782608695652174
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,0.9,0.11650485436893204
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,1.5,1.5520771152434885,114,1.0,0.14035087719298245
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.4,0.021739130434782608
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.5,0.07017543859649122
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.6,0.07246376811594203
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.7000000000000001,0.075
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.8,0.08695652173913043
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,0.9,0.1262135922330097
Breast Cancer,10,Logistic Regression,Raw,Gaussian noise,2.0,1.5520771152434885,114,1.0,0.15789473684210525
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.4,0.021739130434782608
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.5,0.07017543859649122
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.6,0.07246376811594203
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.7000000000000001,0.075
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.8,0.08695652173913043
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,0.9,0.1262135922330097
Breast Cancer,10,Logistic Regression,Temperature scaled,Gaussian noise,2.0,1.5520771152434885,114,1.0,0.15789473684210525
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,0.9,0.009708737864077669
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.0,1.5520771152434885,114,1.0,0.02631578947368421
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,0.9,0.009708737864077669
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.0,1.5520771152434885,114,1.0,0.02631578947368421
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,0.9,0.009708737864077669
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.1,1.5520771152434885,114,1.0,0.02631578947368421
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,0.9,0.009708737864077669
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.1,1.5520771152434885,114,1.0,0.02631578947368421
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,0.9,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.2,1.5520771152434885,114,1.0,0.03508771929824561
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,0.9,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.2,1.5520771152434885,114,1.0,0.03508771929824561
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,0.9,0.009708737864077669
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.3,1.5520771152434885,114,1.0,0.03508771929824561
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,0.9,0.009708737864077669
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.3,1.5520771152434885,114,1.0,0.03508771929824561
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,0.9,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.4,1.5520771152434885,114,1.0,0.05263157894736842
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.8,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,0.9,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.4,1.5520771152434885,114,1.0,0.05263157894736842
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.8,0.010869565217391304
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,0.9,0.019417475728155338
Breast Cancer,10,Logistic Regression,Raw,Feature masking,0.5,1.5520771152434885,114,1.0,0.02631578947368421
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.1,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.2,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.30000000000000004,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.4,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.5,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.6,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.7000000000000001,0.0
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.8,0.010869565217391304
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,0.9,0.019417475728155338
Breast Cancer,10,Logistic Regression,Temperature scaled,Feature masking,0.5,1.5520771152434885,114,1.0,0.02631578947368421
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.5,0.017543859649122806
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.6,0.014492753623188406
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.7000000000000001,0.0125
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.8,0.010869565217391304
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,0.9,0.02912621359223301
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.0,1.0999354682999214,114,1.0,0.07894736842105263
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.5,0.017543859649122806
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.6,0.014492753623188406
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.7000000000000001,0.0125
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.8,0.010869565217391304
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,0.9,0.02912621359223301
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.0,1.0999354682999214,114,1.0,0.07894736842105263
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.5,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.6,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.7000000000000001,0.0125
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.8,0.021739130434782608
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,0.9,0.02912621359223301
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.25,1.0999354682999214,114,1.0,0.08771929824561403
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.5,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.6,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.7000000000000001,0.0125
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.8,0.021739130434782608
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,0.9,0.02912621359223301
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.25,1.0999354682999214,114,1.0,0.08771929824561403
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.5,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.6,0.014492753623188406
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.7000000000000001,0.0125
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.8,0.021739130434782608
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,0.9,0.038834951456310676
Breast Cancer,10,Random Forest,Raw,Gaussian noise,0.5,1.0999354682999214,114,1.0,0.07894736842105263
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.5,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.6,0.014492753623188406
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.7000000000000001,0.0125
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.8,0.021739130434782608
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,0.9,0.038834951456310676
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,0.5,1.0999354682999214,114,1.0,0.07894736842105263
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.5,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.6,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.7000000000000001,0.025
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.8,0.03260869565217391
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,0.9,0.04854368932038835
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.0,1.0999354682999214,114,1.0,0.08771929824561403
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.30000000000000004,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.4,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.5,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.6,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.7000000000000001,0.025
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.8,0.03260869565217391
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,0.9,0.04854368932038835
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.0,1.0999354682999214,114,1.0,0.08771929824561403
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.2,0.0
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.30000000000000004,0.08571428571428572
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.4,0.06521739130434782
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.5,0.08771929824561403
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.6,0.08695652173913043
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.7000000000000001,0.0875
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.8,0.10869565217391304
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,0.9,0.14563106796116504
Breast Cancer,10,Random Forest,Raw,Gaussian noise,1.5,1.0999354682999214,114,1.0,0.19298245614035087
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.5,1.0999354682999214,114,0.1,0.0
Breast Cancer,10,Random Forest,Temperature scaled,Gaussian noise,1.5,1.0999354682999214,114,0.2,0.0
