dataset,seed,model,calibration,shift,severity,temperature,n_test,bin,bin_lower,bin_upper,count,bin_confidence,bin_accuracy
Wine,16,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.0237426708937576,36,9,0.6,0.6666666666666666,1,0.658990875665159,0.0
Wine,16,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.0237426708937576,36,11,0.7333333333333333,0.8,3,0.7659537693514716,0.0
Wine,16,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.0237426708937576,36,12,0.8,0.8666666666666667,3,0.8387378862549514,0.0
Wine,16,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,7,0.8979668286104946,0.42857142857142855
Wine,16,Gradient Boosting,Temperature scaled,Gaussian noise,2.0,1.0237426708937576,36,14,0.9333333333333333,1.0,17,0.9808728790877753,0.7647058823529411
Wine,16,Gradient Boosting,Raw,Feature masking,0.0,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,1,0.518261373357777,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.0,1.0237426708937576,36,11,0.7333333333333333,0.8,2,0.793971633362073,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.0,1.0237426708937576,36,14,0.9333333333333333,1.0,33,0.9906908423048132,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.0,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,1,0.517371012241645,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.0,1.0237426708937576,36,11,0.7333333333333333,0.8,2,0.7875613850156078,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.0,1.0237426708937576,36,14,0.9333333333333333,1.0,33,0.989723407633591,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.1,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,2,0.5033977101342269,0.5
Wine,16,Gradient Boosting,Raw,Feature masking,0.1,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,2,0.7220989369535828,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.1,1.0237426708937576,36,12,0.8,0.8666666666666667,1,0.8210762394457108,0.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.1,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,3,0.8899590946829511,0.3333333333333333
Wine,16,Gradient Boosting,Raw,Feature masking,0.1,1.0237426708937576,36,14,0.9333333333333333,1.0,28,0.9873688333790858,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,2,0.5009313418073682,0.5
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,2,0.7148007540550162,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.0237426708937576,36,12,0.8,0.8666666666666667,2,0.8374315088065826,0.5
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,2,0.8962910483993269,0.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.1,1.0237426708937576,36,14,0.9333333333333333,1.0,28,0.9860907904735552,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,3,0.5058912282752992,0.6666666666666666
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,8,0.5333333333333333,0.6,1,0.5704108253247439,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,9,0.6,0.6666666666666666,2,0.6504617822540272,0.5
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,2,0.6746423252777123,0.5
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,11,0.7333333333333333,0.8,1,0.7699016342138035,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,12,0.8,0.8666666666666667,1,0.8384985040580516,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,2,0.8952040424605661,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.2,1.0237426708937576,36,14,0.9333333333333333,1.0,24,0.9906577354223681,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,3,0.5037477993782565,0.6666666666666666
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,8,0.5333333333333333,0.6,1,0.5663298271373316,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,9,0.6,0.6666666666666666,3,0.6500473495037502,0.3333333333333333
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,1,0.6750542967380406,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,11,0.7333333333333333,0.8,1,0.7640975373109689,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,12,0.8,0.8666666666666667,2,0.8472469653491034,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,1,0.9163679080812448,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.2,1.0237426708937576,36,14,0.9333333333333333,1.0,24,0.9896555600325755,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,6,0.4,0.4666666666666667,1,0.45944984873435096,0.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,2,0.49513532986362946,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,8,0.5333333333333333,0.6,2,0.5657411933703951,0.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,9,0.6,0.6666666666666666,4,0.6226080407316805,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,1,0.7253374780850061,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,11,0.7333333333333333,0.8,2,0.7831801655211464,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,2,0.8866218517913907,0.5
Wine,16,Gradient Boosting,Raw,Feature masking,0.3,1.0237426708937576,36,14,0.9333333333333333,1.0,22,0.9839020808580412,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,6,0.4,0.4666666666666667,1,0.45664694923208576,0.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,2,0.4919048775694327,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,8,0.5333333333333333,0.6,2,0.5630518063021862,0.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,9,0.6,0.6666666666666666,4,0.618336409635421,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,1,0.7175840367305312,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,11,0.7333333333333333,0.8,2,0.7766335604480235,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,3,0.8982081985470195,0.6666666666666666
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.3,1.0237426708937576,36,14,0.9333333333333333,1.0,21,0.9847193781877349,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.4,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,3,0.5098271606824306,0.6666666666666666
Wine,16,Gradient Boosting,Raw,Feature masking,0.4,1.0237426708937576,36,8,0.5333333333333333,0.6,5,0.5737751503007278,0.4
Wine,16,Gradient Boosting,Raw,Feature masking,0.4,1.0237426708937576,36,11,0.7333333333333333,0.8,1,0.7511759734712294,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.4,1.0237426708937576,36,12,0.8,0.8666666666666667,3,0.8373269679250687,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.4,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,3,0.9142405202453628,0.6666666666666666
Wine,16,Gradient Boosting,Raw,Feature masking,0.4,1.0237426708937576,36,14,0.9333333333333333,1.0,21,0.987178123905377,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,3,0.5081281232999626,0.6666666666666666
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.0237426708937576,36,8,0.5333333333333333,0.6,5,0.5693089818296322,0.4
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.0237426708937576,36,11,0.7333333333333333,0.8,1,0.7438658987126475,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.0237426708937576,36,12,0.8,0.8666666666666667,3,0.8305454238023952,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,3,0.9089210786033369,0.6666666666666666
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.4,1.0237426708937576,36,14,0.9333333333333333,1.0,21,0.9858892499069336,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,2,0.5150002315609238,0.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,8,0.5333333333333333,0.6,4,0.5735457969036235,0.75
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,9,0.6,0.6666666666666666,6,0.634394734113631,0.8333333333333334
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,1,0.6876943038937547,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,11,0.7333333333333333,0.8,2,0.7470220923332087,0.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,12,0.8,0.8666666666666667,3,0.8423566448287595,0.6666666666666666
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,4,0.8735705682848072,1.0
Wine,16,Gradient Boosting,Raw,Feature masking,0.5,1.0237426708937576,36,14,0.9333333333333333,1.0,14,0.9801029575993278,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,7,0.4666666666666667,0.5333333333333333,2,0.514069892732194,0.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,8,0.5333333333333333,0.6,5,0.5757056655394794,0.6
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,9,0.6,0.6666666666666666,5,0.6342799224755807,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,10,0.6666666666666666,0.7333333333333333,2,0.7066491809106751,0.5
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,11,0.7333333333333333,0.8,1,0.7492196911708089,0.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,12,0.8,0.8666666666666667,5,0.846204199424806,0.8
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,13,0.8666666666666667,0.9333333333333333,3,0.892397687088296,1.0
Wine,16,Gradient Boosting,Temperature scaled,Feature masking,0.5,1.0237426708937576,36,14,0.9333333333333333,1.0,13,0.9819905924058917,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.0,0.4665617449972616,36,9,0.6,0.6666666666666666,1,0.6143192700723432,0.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.0,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.6669616724250312,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.0,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.816601372302842,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.0,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,3,0.8851730231999237,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.0,0.4665617449972616,36,14,0.9333333333333333,1.0,30,0.9897459942439198,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.0,0.4665617449972616,36,11,0.7333333333333333,0.8,1,0.7454501243543082,0.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.0,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.8186866716528692,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.0,0.4665617449972616,36,14,0.9333333333333333,1.0,34,0.9979535570675658,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.25,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.6846255874103149,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.25,0.4665617449972616,36,11,0.7333333333333333,0.8,1,0.7485679860373462,0.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.25,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.8632011395339224,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.25,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,5,0.8991942780358795,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.25,0.4665617449972616,36,14,0.9333333333333333,1.0,28,0.9891868004691267,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.25,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.843816071691497,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.25,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,1,0.91673467556499,0.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.25,0.4665617449972616,36,14,0.9333333333333333,1.0,34,0.9982142809532604,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.5,0.4665617449972616,36,9,0.6,0.6666666666666666,2,0.6360616935458776,0.5
Wine,17,Logistic Regression,Raw,Gaussian noise,0.5,0.4665617449972616,36,12,0.8,0.8666666666666667,4,0.8347990898784922,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,0.5,0.4665617449972616,36,14,0.9333333333333333,1.0,30,0.9895936422151214,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.5,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.7254767022589563,0.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.5,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.8289667280332591,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,0.5,0.4665617449972616,36,14,0.9333333333333333,1.0,34,0.9968153463876152,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,7,0.4666666666666667,0.5333333333333333,2,0.4974906157075516,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,8,0.5333333333333333,0.6,1,0.5996771555235819,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,9,0.6,0.6666666666666666,1,0.6531959401247537,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.6943104212279652,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,12,0.8,0.8666666666666667,3,0.8391019076494549,0.6666666666666666
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,2,0.9000393392544035,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.0,0.4665617449972616,36,14,0.9333333333333333,1.0,26,0.9894343487812597,0.9230769230769231
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.4665617449972616,36,8,0.5333333333333333,0.6,2,0.5585611966989175,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.705042932418247,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8301986956951615,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.0,0.4665617449972616,36,14,0.9333333333333333,1.0,31,0.9970914505143004,0.9032258064516129
Wine,17,Logistic Regression,Raw,Gaussian noise,1.5,0.4665617449972616,36,8,0.5333333333333333,0.6,2,0.5620116867562295,0.5
Wine,17,Logistic Regression,Raw,Gaussian noise,1.5,0.4665617449972616,36,9,0.6,0.6666666666666666,2,0.6062879999545892,0.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.5,0.4665617449972616,36,11,0.7333333333333333,0.8,1,0.7345296918690463,0.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.5,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8371686620134325,0.5
Wine,17,Logistic Regression,Raw,Gaussian noise,1.5,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,1,0.919876559596421,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,1.5,0.4665617449972616,36,14,0.9333333333333333,1.0,28,0.9870481064089717,0.9285714285714286
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.4665617449972616,36,8,0.5333333333333333,0.6,1,0.5892401036906972,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.7110491405866302,0.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8103977319551959,0.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,1,0.900369177077066,0.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,1.5,0.4665617449972616,36,14,0.9333333333333333,1.0,31,0.9983759209106289,0.9032258064516129
Wine,17,Logistic Regression,Raw,Gaussian noise,2.0,0.4665617449972616,36,9,0.6,0.6666666666666666,2,0.6522886121830043,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,2.0,0.4665617449972616,36,11,0.7333333333333333,0.8,1,0.7949849739515088,1.0
Wine,17,Logistic Regression,Raw,Gaussian noise,2.0,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8542967274552375,0.0
Wine,17,Logistic Regression,Raw,Gaussian noise,2.0,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,9,0.9020280943410854,0.6666666666666666
Wine,17,Logistic Regression,Raw,Gaussian noise,2.0,0.4665617449972616,36,14,0.9333333333333333,1.0,22,0.9898356459619726,0.8181818181818182
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,2.0,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8267139251082981,1.0
Wine,17,Logistic Regression,Temperature scaled,Gaussian noise,2.0,0.4665617449972616,36,14,0.9333333333333333,1.0,34,0.9955448428245416,0.7352941176470589
Wine,17,Logistic Regression,Raw,Feature masking,0.0,0.4665617449972616,36,9,0.6,0.6666666666666666,1,0.6143192700723432,0.0
Wine,17,Logistic Regression,Raw,Feature masking,0.0,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.6669616724250312,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.0,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.816601372302842,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.0,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,3,0.8851730231999237,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.0,0.4665617449972616,36,14,0.9333333333333333,1.0,30,0.9897459942439198,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.0,0.4665617449972616,36,11,0.7333333333333333,0.8,1,0.7454501243543082,0.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.0,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.8186866716528692,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.0,0.4665617449972616,36,14,0.9333333333333333,1.0,34,0.9979535570675658,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.1,0.4665617449972616,36,7,0.4666666666666667,0.5333333333333333,1,0.5319472251331474,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.1,0.4665617449972616,36,11,0.7333333333333333,0.8,2,0.7753049873742686,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.1,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8273698796045474,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.1,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,1,0.8782268833604975,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.1,0.4665617449972616,36,14,0.9333333333333333,1.0,30,0.9885026017691505,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.1,0.4665617449972616,36,9,0.6,0.6666666666666666,1,0.6402894292987065,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.1,0.4665617449972616,36,14,0.9333333333333333,1.0,35,0.9950369897411223,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.2,0.4665617449972616,36,7,0.4666666666666667,0.5333333333333333,1,0.5291208577508182,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.2,0.4665617449972616,36,8,0.5333333333333333,0.6,3,0.5461909206373088,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.2,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,2,0.721888443912622,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.2,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.8564346567403806,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.2,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,3,0.8954415569595057,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.2,0.4665617449972616,36,14,0.9333333333333333,1.0,26,0.9832949937664581,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.2,0.4665617449972616,36,9,0.6,0.6666666666666666,3,0.6286311688924977,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.2,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.7324999057220917,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.2,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,2,0.8946755125483561,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.2,0.4665617449972616,36,14,0.9333333333333333,1.0,30,0.9983417969215341,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,8,0.5333333333333333,0.6,1,0.5876350172282788,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,9,0.6,0.6666666666666666,6,0.6326338239970141,0.5
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,4,0.7028537044970153,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,11,0.7333333333333333,0.8,3,0.758522637486528,0.6666666666666666
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,12,0.8,0.8666666666666667,1,0.8298099794191844,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,4,0.9070799549319043,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.3,0.4665617449972616,36,14,0.9333333333333333,1.0,17,0.9784029376369129,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.3,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.7082913274433404,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.3,0.4665617449972616,36,11,0.7333333333333333,0.8,2,0.7677910338804321,0.5
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.3,0.4665617449972616,36,12,0.8,0.8666666666666667,5,0.847269733558568,0.8
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.3,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,3,0.8965231792784291,0.3333333333333333
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.3,0.4665617449972616,36,14,0.9333333333333333,1.0,25,0.9913148360816553,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,7,0.4666666666666667,0.5333333333333333,1,0.4753598073566726,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,8,0.5333333333333333,0.6,5,0.5711341834139213,0.8
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,9,0.6,0.6666666666666666,4,0.6342640748327852,0.75
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,4,0.7187595719959065,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,11,0.7333333333333333,0.8,2,0.7652101449764684,0.5
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,12,0.8,0.8666666666666667,2,0.8346201246544547,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,2,0.9237620832175146,1.0
Wine,17,Logistic Regression,Raw,Feature masking,0.4,0.4665617449972616,36,14,0.9333333333333333,1.0,16,0.9715934044598532,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,8,0.5333333333333333,0.6,1,0.5974480961349861,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,9,0.6,0.6666666666666666,1,0.6243370003097374,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,2,0.7022428170149149,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,11,0.7333333333333333,0.8,2,0.7613721661537769,0.5
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,12,0.8,0.8666666666666667,4,0.8292021433673531,0.75
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,13,0.8666666666666667,0.9333333333333333,4,0.8990768974290229,1.0
Wine,17,Logistic Regression,Temperature scaled,Feature masking,0.4,0.4665617449972616,36,14,0.9333333333333333,1.0,22,0.9912538730073422,0.9545454545454546
Wine,17,Logistic Regression,Raw,Feature masking,0.5,0.4665617449972616,36,7,0.4666666666666667,0.5333333333333333,5,0.5046437134899011,0.4
Wine,17,Logistic Regression,Raw,Feature masking,0.5,0.4665617449972616,36,8,0.5333333333333333,0.6,4,0.5701920757099238,0.75
Wine,17,Logistic Regression,Raw,Feature masking,0.5,0.4665617449972616,36,9,0.6,0.6666666666666666,3,0.632009515683581,0.6666666666666666
Wine,17,Logistic Regression,Raw,Feature masking,0.5,0.4665617449972616,36,10,0.6666666666666666,0.7333333333333333,1,0.7123462646503738,1.0
