dataset,seed,model,calibration,shift,severity,temperature,n_test,bin,bin_lower,bin_upper,count,bin_confidence,bin_accuracy
Breast Cancer,9,Logistic Regression,Raw,Feature masking,0.5,0.7173502011981836,114,12,0.8,0.8666666666666667,12,0.8340952022151017,1.0
Breast Cancer,9,Logistic Regression,Raw,Feature masking,0.5,0.7173502011981836,114,13,0.8666666666666667,0.9333333333333333,17,0.8981489597365316,1.0
Breast Cancer,9,Logistic Regression,Raw,Feature masking,0.5,0.7173502011981836,114,14,0.9333333333333333,1.0,67,0.9841902039006964,1.0
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,8,0.5333333333333333,0.6,4,0.5607607828587323,1.0
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,9,0.6,0.6666666666666666,3,0.6445378548148071,1.0
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,10,0.6666666666666666,0.7333333333333333,5,0.7024755075486712,0.8
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,11,0.7333333333333333,0.8,3,0.7630942431241915,1.0
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,12,0.8,0.8666666666666667,3,0.8175005803979319,1.0
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,13,0.8666666666666667,0.9333333333333333,13,0.9063997158163646,1.0
Breast Cancer,9,Logistic Regression,Temperature scaled,Feature masking,0.5,0.7173502011981836,114,14,0.9333333333333333,1.0,83,0.9879201871907507,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,1,0.5100666666666667,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,8,0.5333333333333333,0.6,3,0.5733730158730158,0.6666666666666666
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,9,0.6,0.6666666666666666,5,0.6276857142857143,0.2
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,2,0.6965,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,11,0.7333333333333333,0.8,4,0.7829166666666665,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,12,0.8,0.8666666666666667,5,0.8285866666666667,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,5,0.9093066666666667,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.0,0.7026959062944069,114,14,0.9333333333333333,1.0,89,0.9847537185658196,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,1,0.5143237953403624,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,8,0.5333333333333333,0.6,1,0.5833101363919421,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,9,0.6,0.6666666666666666,4,0.6325300157135296,0.5
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,3,0.6948981258679643,0.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,11,0.7333333333333333,0.8,2,0.7650642619439415,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,12,0.8,0.8666666666666667,2,0.8466021375457943,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,7,0.8953159711016391,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.0,0.7026959062944069,114,14,0.9333333333333333,1.0,94,0.9943414341224559,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,2,0.5059523809523809,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,8,0.5333333333333333,0.6,2,0.5418142857142858,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,9,0.6,0.6666666666666666,9,0.6190285714285714,0.8888888888888888
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,7,0.6995176870748301,0.5714285714285714
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,11,0.7333333333333333,0.8,1,0.7562571428571429,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,12,0.8,0.8666666666666667,3,0.8210095238095239,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,16,0.8957053571428573,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.25,0.7026959062944069,114,14,0.9333333333333333,1.0,74,0.9770906692405611,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,2,0.5084703665252649,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,8,0.5333333333333333,0.6,2,0.5593482496406551,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,9,0.6,0.6666666666666666,5,0.6488209946850534,0.8
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,5,0.6961320181568367,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,11,0.7333333333333333,0.8,5,0.7683300955520522,0.4
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,12,0.8,0.8666666666666667,2,0.8198694280864849,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,3,0.8971037356173905,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.25,0.7026959062944069,114,14,0.9333333333333333,1.0,90,0.9870377807054024,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,4,0.5168595238095237,0.5
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,8,0.5333333333333333,0.6,7,0.5707945578231293,0.2857142857142857
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,9,0.6,0.6666666666666666,6,0.6425269841269842,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,10,0.7126352380952381,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,11,0.7333333333333333,0.8,9,0.7661169312169311,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,12,0.8,0.8666666666666667,15,0.8331095238095237,0.9333333333333333
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,21,0.8998154195011339,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,0.5,0.7026959062944069,114,14,0.9333333333333333,1.0,42,0.9776229024942358,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,3,0.5200621529055796,0.6666666666666666
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,8,0.5333333333333333,0.6,4,0.5645449718136862,0.25
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,9,0.6,0.6666666666666666,5,0.627171195925676,0.4
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,6,0.7093033043486865,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,11,0.7333333333333333,0.8,6,0.7814991436093589,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,12,0.8,0.8666666666666667,11,0.8302906642726374,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,16,0.9054656331632032,0.9375
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,0.5,0.7026959062944069,114,14,0.9333333333333333,1.0,63,0.9819364966468738,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,5,0.5112304761904761,0.4
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,8,0.5333333333333333,0.6,9,0.5701851851851851,0.8888888888888888
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,9,0.6,0.6666666666666666,13,0.6327058608058608,0.6923076923076923
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,16,0.7029178571428571,0.9375
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,11,0.7333333333333333,0.8,11,0.7685220779220778,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,12,0.8,0.8666666666666667,21,0.8456439909297053,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,17,0.8997859943977591,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.0,0.7026959062944069,114,14,0.9333333333333333,1.0,22,0.9723999999999999,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,5,0.5159778390075165,0.4
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,8,0.5333333333333333,0.6,3,0.5575031767968855,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,9,0.6,0.6666666666666666,7,0.6235070384333498,0.7142857142857143
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,12,0.6873942437833954,0.75
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,11,0.7333333333333333,0.8,13,0.7655390510864108,0.9230769230769231
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,12,0.8,0.8666666666666667,12,0.8308667354370064,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,22,0.913122759462438,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.0,0.7026959062944069,114,14,0.9333333333333333,1.0,40,0.976025551086163,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,11,0.5129922077922078,0.36363636363636365
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,8,0.5333333333333333,0.6,21,0.5658004535147393,0.5238095238095238
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,9,0.6,0.6666666666666666,21,0.640135827664399,0.8571428571428571
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,11,0.6980683982683983,0.8181818181818182
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,11,0.7333333333333333,0.8,17,0.7684201680672269,0.9411764705882353
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,12,0.8,0.8666666666666667,16,0.8358651785714286,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,6,0.9030952380952382,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,1.5,0.7026959062944069,114,14,0.9333333333333333,1.0,11,0.9633515151515152,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,9,0.5143872334095042,0.3333333333333333
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,8,0.5333333333333333,0.6,15,0.5694462429957371,0.4666666666666667
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,9,0.6,0.6666666666666666,12,0.6335328338467714,0.5833333333333334
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,18,0.7046557003686835,0.9444444444444444
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,11,0.7333333333333333,0.8,10,0.7705804914894967,0.8
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,12,0.8,0.8666666666666667,14,0.8407901606425755,0.9285714285714286
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,19,0.9034471064290056,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,1.5,0.7026959062944069,114,14,0.9333333333333333,1.0,17,0.9790448901780628,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,17,0.5144394957983193,0.6470588235294118
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,8,0.5333333333333333,0.6,28,0.5639865646258503,0.5714285714285714
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,9,0.6,0.6666666666666666,20,0.6296921428571429,0.55
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,11,0.6945458874458874,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,11,0.7333333333333333,0.8,10,0.7550766666666666,0.9
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,12,0.8,0.8666666666666667,14,0.827539455782313,0.9285714285714286
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,8,0.8983154761904761,1.0
Breast Cancer,9,Random Forest,Raw,Gaussian noise,2.0,0.7026959062944069,114,14,0.9333333333333333,1.0,6,0.9676968253968253,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,12,0.5124649401968467,0.5833333333333334
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,8,0.5333333333333333,0.6,24,0.5693741839561978,0.6666666666666666
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,9,0.6,0.6666666666666666,16,0.6333733290161904,0.5
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,15,0.6999845405809517,0.6
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,11,0.7333333333333333,0.8,8,0.7652494396790619,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,12,0.8,0.8666666666666667,11,0.8293138113448365,0.9090909090909091
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,14,0.9023992449561511,0.9285714285714286
Breast Cancer,9,Random Forest,Temperature scaled,Gaussian noise,2.0,0.7026959062944069,114,14,0.9333333333333333,1.0,14,0.9712363687825635,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,1,0.5100666666666667,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,8,0.5333333333333333,0.6,3,0.5733730158730158,0.6666666666666666
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,9,0.6,0.6666666666666666,5,0.6276857142857143,0.2
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,2,0.6965,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,11,0.7333333333333333,0.8,4,0.7829166666666667,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,12,0.8,0.8666666666666667,5,0.8285866666666667,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,5,0.9093066666666667,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.0,0.7026959062944069,114,14,0.9333333333333333,1.0,89,0.9847537185658196,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,1,0.5143237953403624,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,8,0.5333333333333333,0.6,1,0.5833101363919421,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,9,0.6,0.6666666666666666,4,0.6325300157135297,0.5
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,3,0.6948981258679643,0.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,11,0.7333333333333333,0.8,2,0.7650642619439414,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,12,0.8,0.8666666666666667,2,0.8466021375457943,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,7,0.8953159711016391,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.0,0.7026959062944069,114,14,0.9333333333333333,1.0,94,0.9943414341224559,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,1,0.5100666666666666,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,8,0.5333333333333333,0.6,4,0.5802130952380953,0.75
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,9,0.6,0.6666666666666666,4,0.6208404761904762,0.25
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,1,0.6723333333333333,0.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,11,0.7333333333333333,0.8,8,0.7696333333333334,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,12,0.8,0.8666666666666667,9,0.8320455026455026,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,23,0.9016062111801241,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.1,0.7026959062944069,114,14,0.9333333333333333,1.0,64,0.9747210565474784,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,1,0.5143237953403623,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,9,0.6,0.6666666666666666,6,0.6275114684946048,0.6666666666666666
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,2,0.6806937975285215,0.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,11,0.7333333333333333,0.8,1,0.7355287322704203,0.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,12,0.8,0.8666666666666667,6,0.8396956488023598,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,11,0.8995000967916639,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.1,0.7026959062944069,114,14,0.9333333333333333,1.0,87,0.9839495762903061,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,4,0.515725,0.5
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,8,0.5333333333333333,0.6,6,0.5664,0.3333333333333333
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,9,0.6,0.6666666666666666,3,0.6316,0.6666666666666666
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,3,0.7044,0.6666666666666666
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,11,0.7333333333333333,0.8,8,0.7666619047619048,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,12,0.8,0.8666666666666667,15,0.8283828571428572,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,23,0.8944821946169772,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.2,0.7026959062944069,114,14,0.9333333333333333,1.0,52,0.9671442307692115,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,3,0.5172266960053816,0.3333333333333333
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,8,0.5333333333333333,0.6,6,0.5797680952694974,0.3333333333333333
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,9,0.6,0.6666666666666666,1,0.6224440435304607,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,4,0.6948996912258811,0.5
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,11,0.7333333333333333,0.8,2,0.7956643440345409,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,12,0.8,0.8666666666666667,5,0.8288275481974591,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,18,0.8976952930246173,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.2,0.7026959062944069,114,14,0.9333333333333333,1.0,75,0.9797619121067208,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,2,0.5118761904761904,0.5
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,8,0.5333333333333333,0.6,4,0.5703833333333332,0.75
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,9,0.6,0.6666666666666666,6,0.6492880952380953,0.6666666666666666
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,11,0.7013839826839827,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,11,0.7333333333333333,0.8,15,0.7715377777777779,0.9333333333333333
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,12,0.8,0.8666666666666667,25,0.8335102857142859,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,29,0.8974916256157635,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.3,0.7026959062944069,114,14,0.9333333333333333,1.0,22,0.9750181818181364,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,2,0.5168949257880886,0.5
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,8,0.5333333333333333,0.6,3,0.5865538935486574,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,9,0.6,0.6666666666666666,1,0.637828985264344,0.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,6,0.7060590489552311,0.6666666666666666
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,11,0.7333333333333333,0.8,11,0.7708541028375074,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,12,0.8,0.8666666666666667,9,0.832461573578973,0.8888888888888888
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,30,0.9000005900674227,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.3,0.7026959062944069,114,14,0.9333333333333333,1.0,52,0.9713824808923661,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,3,0.5113777777777778,0.6666666666666666
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,8,0.5333333333333333,0.6,5,0.5679142857142857,0.8
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,9,0.6,0.6666666666666666,7,0.6296204081632653,0.7142857142857143
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,10,0.6965190476190477,0.9
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,11,0.7333333333333333,0.8,17,0.7688862745098041,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,12,0.8,0.8666666666666667,23,0.8348231884057972,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,13,0.8666666666666667,0.9333333333333333,30,0.8947882539682539,1.0
Breast Cancer,9,Random Forest,Raw,Feature masking,0.4,0.7026959062944069,114,14,0.9333333333333333,1.0,19,0.974924561403509,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.4,0.7026959062944069,114,7,0.4666666666666667,0.5333333333333333,3,0.5161887060724845,0.6666666666666666
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.4,0.7026959062944069,114,8,0.5333333333333333,0.6,2,0.5780861246027301,0.5
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.4,0.7026959062944069,114,9,0.6,0.6666666666666666,4,0.6202333825773884,1.0
Breast Cancer,9,Random Forest,Temperature scaled,Feature masking,0.4,0.7026959062944069,114,10,0.6666666666666666,0.7333333333333333,8,0.6957096995973114,0.75
